"hap","population","a","b","c","d","p","odds","padj"
"R1a1a1","ASEA",0,151,16299,NA,0.0238260202731498,0,0.131241538795992
"Q1b1","ANWC",1,136,16794,NA,0.0240776926283928,61.5958817896375,0.131241538795992
"Q1b2b","ANWC",1,136,16794,NA,0.0240776926283928,61.5958817896375,0.131241538795992
"Q1a2a1","ANWC",1,136,16794,NA,0.0240776926283928,61.5958817896375,0.131241538795992
"R2a","Han_NWCM",1,10902,6025,NA,0.0241438847894498,0.110517153362971,0.131241538795992
"C2a1a1","ANEA",0,399,16350,NA,0.0241935159901703,0,0.131241538795992
"R1b1","Han_noNWC",4,4771,12157,NA,0.0244669699283011,10.1907088332857,0.132037446626387
"O1a1a2","AESP",0,285,16389,NA,0.0245069503208068,0,0.132037446626387
"O2a2a1","AEES",0,167,16314,NA,0.0249951135905228,0,0.133452406690822
"G2a2b2","Han_noNWC",0,4775,12146,NA,0.025022326254529,0,0.133452406690822
"K2b2a","Han_noNWC",0,4775,12146,NA,0.025022326254529,0,0.133452406690822
"O2b1b","Han_noNWC",11,4764,12148,NA,0.025307656804492,2.80475688616899,0.134521236168843
"O1a2","ASEA",1,150,16780,NA,0.0265161909344662,55.7661221420119,0.140005488133982
"D1","ASEA",1,150,16780,NA,0.0265161909344662,55.7661221420119,0.140005488133982
"Q1a2a2","ASAF",1,115,16814,NA,0.0271241977181919,48.5871245437415,0.142267315184159
"L1","ASAF",1,115,16814,NA,0.0271241977181919,48.5871245437415,0.142267315184159
"N1a2","Han_NWCM",17,10886,6028,NA,0.0280882776321427,4.70596861253382,0.146837728611597
"R1b2","AEES",2,165,16741,NA,0.0288792756882011,8.11371921832704,0.150476225954311
"Q1b1","AEES",1,166,16764,NA,0.0292980683316136,50.3343763416712,0.152157836843527
"J2a1a1","ANWC",3,134,16716,NA,0.0297743847121523,4.67697940304576,0.154126226745259
"C2a1a","Han_noNWC",13,4762,12144,NA,0.0302996848552901,2.36791431295435,0.156334530328272
"J2","Han_NWCM",9,10894,6030,NA,0.031412478952364,Inf,0.161549891755015
"H","AESP",1,284,16647,NA,0.0333797733620012,58.4533796817492,0.168387136959904
"R","AESP",1,284,16647,NA,0.0333797733620012,58.4533796817492,0.168387136959904
"Q1a2a","AESP",1,284,16647,NA,0.0333797733620012,58.4533796817492,0.168387136959904
"N2a","AESP",1,284,16647,NA,0.0333797733620012,58.4533796817492,0.168387136959904
"D1a2b1","AESP",1,284,16647,NA,0.0333797733620012,58.4533796817492,0.168387136959904
"G2a2a","AESP",1,284,16647,NA,0.0333797733620012,58.4533796817492,0.168387136959904
"J2b2a2","ASAF",1,115,16813,NA,0.0337904859256873,36.4889857406271,0.169917872083456
"C2b1b1","AEES",0,167,16380,NA,0.0353743117994106,0,0.17731933509578
"N1a3","ANEA",4,395,16485,NA,0.0359702741398621,3.40639552701844,0.17973789980297
"N","ANWC",1,136,16792,NA,0.0398088571551099,30.831529468335,0.195829906005261
"J2b2a2","ANWC",1,136,16792,NA,0.0398088571551099,30.831529468335,0.195829906005261
"Q1b2a1","ANWC",1,136,16792,NA,0.0398088571551099,30.831529468335,0.195829906005261
"R1a1a","ANWC",1,136,16792,NA,0.0398088571551099,30.831529468335,0.195829906005261
"N1","ANWC",1,136,16792,NA,0.0398088571551099,30.831529468335,0.195829906005261
"R2a2","ASAF",1,115,16812,NA,0.0404114868491644,29.2073905658635,0.198178932412001
"C2a1a","Han_NWCM",12,10891,6015,NA,0.0423305087290816,0.441849883439868,0.206949153786621
"No1","ASEA",1,150,16778,NA,0.0438044157791317,27.9117140614066,0.212195582327797
"O1b1a2","Han_noNWC",170,4605,11799,NA,0.0440835939954009,1.21325164690359,0.212195582327797
"Q1b1","Han_NWCM",0,10903,6027,NA,0.045145145987669,0,0.212195582327797
"O1a2","Han_NWCM",0,10903,6027,NA,0.045145145987669,0,0.212195582327797
"D1a1","Han_NWCM",0,10903,6027,NA,0.045145145987669,0,0.212195582327797
"C1a1","Han_NWCM",0,10903,6027,NA,0.045145145987669,0,0.212195582327797
"Q1a1a2","Han_NWCM",0,10903,6027,NA,0.045145145987669,0,0.212195582327797
"Q1a2a1","Han_NWCM",0,10903,6027,NA,0.045145145987669,0,0.212195582327797
"R1a","Han_NWCM",0,10903,6027,NA,0.045145145987669,0,0.212195582327797
"D1","Han_NWCM",0,10903,6027,NA,0.045145145987669,0,0.212195582327797
"O2a2b","Han_NWCM",0,10903,6027,NA,0.045145145987669,0,0.212195582327797
"J1b","Han_NWCM",0,10903,6027,NA,0.045145145987669,0,0.212195582327797
"R2b","Han_NWCM",0,10903,6027,NA,0.045145145987669,0,0.212195582327797
"O1b1a1","ASAF",1,115,16028,NA,0.0454355441264822,0.176655261501488,0.212928703835349
"N1b1b1","Han_noNWC",7,4768,12153,NA,0.0464249807480441,3.56775602767298,0.216923803849268
"Q1b2b1","ANWC",1,136,16791,NA,0.0475797802747784,24.6553044725768,0.220369508641079
"C2a1","ANWC",1,136,16791,NA,0.0475797802747784,24.6553044725768,0.220369508641079
"J2a2a1","ANWC",1,136,16791,NA,0.0475797802747784,24.6553044725768,0.220369508641079
"No1","AEES",1,166,16762,NA,0.0483544698108041,25.2116621636389,0.222655465640447
"R1a1a","AEES",1,166,16762,NA,0.0483544698108041,25.2116621636389,0.222655465640447
"N1b2","ASEA",5,146,16565,NA,0.0488670910803845,2.6139551636188,0.224363687742983
"C2a1a3","ANWC",2,135,16754,NA,0.0492899524397242,5.90797749801727,0.225651111747177
"O2a2b1","ANEA",124,275,12133,NA,0.0514518458291381,1.24311451486995,0.234869521018313
"N1a2a1","AESP",0,285,16446,NA,0.0530529659220448,0,0.240834801651638
"N1b2a1","ANEA",0,399,16385,NA,0.0531721939785108,0,0.240834801651638
"O2a2b2","ASAF",0,116,16293,NA,0.0534123749659969,0,0.240834801651638
"Q1a1a1","ASAF",0,116,16293,NA,0.0534123749659969,0,0.240834801651638
"R1","ASAF",1,115,16810,NA,0.0535188448114751,20.8670791838804,0.240834801651638
"O1b1a2","ASAF",0,116,16288,NA,0.053894579423784,0,0.241838566026271
"O2a2a1","ANWC",0,137,16344,NA,0.0548723362131318,0,0.245530453563844
"C2b1a1","AEES",0,167,16394,NA,0.0554564347186832,0,0.247445049561674
"N1b2","AESP",0,285,16426,NA,0.0571509669701054,0,0.252664407934782
"R2a2a1","Han_NWCM",8,10895,6030,NA,0.0571635330834955,Inf,0.252664407934782
"R1b1","Han_NWCM",1,10902,6026,NA,0.0574742854188049,0.138201675818746,0.252664407934782
"J2b2a2","Han_NWCM",1,10902,6026,NA,0.0574742854188049,0.138201675818746,0.252664407934782
"Q1b2a1","Han_NWCM",1,10902,6026,NA,0.0574742854188049,0.138201675818746,0.252664407934782
"R1b2b2","AEES",1,166,16761,NA,0.0577427497931763,20.1728783087141,0.252664407934782
"C","AEES",1,166,16761,NA,0.0577427497931763,20.1728783087141,0.252664407934782
"J","ASAF",2,114,16762,NA,0.0581870692481961,5.34612947830543,0.253907211264856
"N1a1a","ANWC",1,136,16789,NA,0.0629348180221409,17.6290186027178,0.273870197107338
"R2a2b1","Han_NWCM",12,10891,6016,NA,0.0642772955486361,0.473484026204747,0.278945852463122
"J2a1a","AESP",1,284,16645,NA,0.0656491166324349,19.5201936259529,0.284120767064964
"D1a1b1","ASEA",4,147,16616,NA,0.0658586354125507,2.72332397884003,0.284250895077603
"J2a2a","ASAF",1,115,16808,NA,0.0664486872584805,16.226746294461,0.286018262547372
"C2a","AEES",1,166,16760,NA,0.0670389606270239,16.814101089165,0.287777001716005
"Q1a1a","Han_noNWC",7,4768,12120,NA,0.0673705351438559,0.46827063531439,0.28841872342667
"O2a2b2","AEES",1,166,16243,NA,0.0677811148222492,0.187091497731864,0.289394301559145
"D1a1","ANEA",1,398,16532,NA,0.0690417225131811,20.7525979474097,0.290683878229351
"Q1a1a2","ANEA",1,398,16532,NA,0.0690417225131811,20.7525979474097,0.290683878229351
"J2","Han_noNWC",0,4775,12149,NA,0.0691842311189806,0,0.290683878229351
"Q1b1b","Han_noNWC",0,4775,12149,NA,0.0691842311189806,0,0.290683878229351
"I2a1b1","Han_noNWC",0,4775,12149,NA,0.0691842311189806,0,0.290683878229351
"No","Han_noNWC",0,4775,12149,NA,0.0691842311189806,0,0.290683878229351
"R2a2b1","AESP",2,283,16624,NA,0.0704176506257508,4.89407328037735,0.294732350051224
"I2a1b1","ANWC",1,136,16788,NA,0.0705199246650341,15.4199623602421,0.294732350051224
"C2b1a1","Han_noNWC",89,4686,11875,NA,0.0707161969707307,0.796979767794937,0.294774884214835
"N1a2b3","Han_noNWC",0,4775,12148,NA,0.071709371990435,0,0.296573486247647
"Q1b","Han_noNWC",0,4775,12148,NA,0.071709371990435,0,0.296573486247647
"R2","Han_noNWC",0,4775,12148,NA,0.071709371990435,0,0.296573486247647
"R1","AEES",1,166,16759,NA,0.0762439998315192,14.4168891883824,0.313974394876614
"C2b1a2","Han_noNWC",195,4580,11732,NA,0.0763132209769547,1.17251554079096,0.313974394876614
"Q1b1b","Han_NWCM",3,10900,6024,NA,0.07711491248809,0.276352380999992,0.31563313018381
"I2a1b1","Han_NWCM",3,10900,6024,NA,0.07711491248809,0.276352380999992,0.31563313018381
"O2a2a1","ASAF",0,116,16365,NA,0.078790692612728,0,0.319521552773707
"C2b1a1","ANWC",0,137,16424,NA,0.0788113217500746,0,0.319521552773707
"O2a1a1","AEES",0,167,16460,NA,0.0791477235358123,0,0.319521552773707
"G2a2b2","ASAF",1,115,16806,NA,0.079203397693046,13.2728437804301,0.319521552773707
"K2b2a","ASAF",1,115,16806,NA,0.079203397693046,13.2728437804301,0.319521552773707
"D1a1a1","ASAF",0,116,16357,NA,0.079416656557587,0,0.319521552773707
"C2b1b1","ANWC",0,137,16410,NA,0.0794945022239484,0,0.319521552773707
"C2a1a1","AESP",0,285,16464,NA,0.0796786700414232,0,0.319521552773707
"Q1b1a3","AESP",3,282,16591,NA,0.0802226858535572,3.09606377523858,0.320890743414229
"R1b1a2","AESP",1,284,16644,NA,0.0813789294837406,14.646665909284,0.323879960558405
"No1","AESP",1,284,16644,NA,0.0813789294837406,14.646665909284,0.323879960558405
"C2b1a1","ASEA",0,151,16410,NA,0.0837414999022855,0,0.332447458258697
"N1a1a3","ANEA",5,394,16440,NA,0.08465195127279,2.21938392352281,0.335221727040248
"Q1b1a3","ANWC",2,135,16738,NA,0.0849157973224107,4.27456488486745,0.335427987428176
"F","ASAF",1,115,16804,NA,0.0917853278917075,11.2351174177927,0.361661590498668
"G2a2b2","ANWC",1,136,16785,NA,0.0929114656152966,11.2149660302721,0.365190475272034
"Q1b","AEES",1,166,16757,NA,0.09438411002896,11.212465720505,0.370060471004635
"R2a","AESP",1,284,16643,NA,0.096844844246095,11.7131591957903,0.375066585050891
"C2a1","AESP",1,284,16643,NA,0.096844844246095,11.7131591957903,0.375066585050891
"J2a2a1","AESP",1,284,16643,NA,0.096844844246095,11.7131591957903,0.375066585050891
"C","AESP",1,284,16643,NA,0.096844844246095,11.7131591957903,0.375066585050891
"H1a1a4","AESP",1,284,16643,NA,0.096844844246095,11.7131591957903,0.375066585050891
"O1a1a2","ANEA",2,397,16277,NA,0.0979208358265914,0.319079324798367,0.378308790120294
"C2","ANWC",1,136,16784,NA,0.100255660947174,10.2784830157537,0.386386780876702
"E1b1b","Han_noNWC",4,4771,12155,NA,0.103853287240967,3.39657335580345,0.398313818376977
"O1","Han_noNWC",4,4771,12155,NA,0.103853287240967,3.39657335580345,0.398313818376977
"N1b2","Han_NWCM",131,10772,5939,NA,0.104424060917206,0.793709275933473,0.399535537422353
"O1","Han_NWCM",2,10901,6025,NA,0.105595687168222,0.221103956212143,0.402075885755922
"J2b","Han_NWCM",2,10901,6025,NA,0.105595687168222,0.221103956212143,0.402075885755922
"J2b2a","AESP",1,284,16642,NA,0.112051272992468,9.76076720346054,0.424946242540906
"N","ANEA",1,398,16530,NA,0.112406865924646,10.3776076942515,0.424946242540906
"R1a1a","ANEA",1,398,16530,NA,0.112406865924646,10.3776076942515,0.424946242540906
"O2b1b","Han_NWCM",10,10893,6019,NA,0.115299040313073,0.502332694070344,0.4329868900316
"R2a2a1","Han_noNWC",0,4775,12150,NA,0.115627180860711,0,0.4329868900316
"N1a1a","Han_noNWC",0,4775,12150,NA,0.115627180860711,0,0.4329868900316
"R1","Han_noNWC",0,4775,12150,NA,0.115627180860711,0,0.4329868900316
"C2b1a1","ANEA",4,395,16166,NA,0.117566294436448,0.444869111904566,0.438594195601746
"O1b2a1","ANEA",0,399,16423,NA,0.117754323104031,0,0.438594195601746
"C2b1b1","ASAF",0,116,16431,NA,0.11795525715047,0,0.438594195601746
"O2a1a1","ASEA",0,151,16476,NA,0.119443278592081,0,0.443087010046501
"D1a1b1","AESP",0,285,16478,NA,0.122949230823105,0,0.455027059868687
"D1a1b1","ANEA",7,392,16371,NA,0.124727971989901,1.79337203534598,0.457650345201649
"H","Han_NWCM",0,10903,6028,NA,0.126800342852891,0,0.457650345201649
"R","Han_NWCM",0,10903,6028,NA,0.126800342852891,0,0.457650345201649
"Q1","Han_NWCM",0,10903,6028,NA,0.126800342852891,0,0.457650345201649
"N2a","Han_NWCM",0,10903,6028,NA,0.126800342852891,0,0.457650345201649
"D1a2b1","Han_NWCM",0,10903,6028,NA,0.126800342852891,0,0.457650345201649
"G2a2a","Han_NWCM",0,10903,6028,NA,0.126800342852891,0,0.457650345201649
"Q2a1","Han_NWCM",0,10903,6028,NA,0.126800342852891,0,0.457650345201649
"J2b2","Han_NWCM",0,10903,6028,NA,0.126800342852891,0,0.457650345201649
"T1a3b","Han_NWCM",0,10903,6028,NA,0.126800342852891,0,0.457650345201649
"O2a1a1","ANEA",3,396,16231,NA,0.126836175216871,0.405830178827822,0.457650345201649
"F","AEES",1,166,16753,NA,0.12960880660723,7.76054604639547,0.46659170378603
"N1b1b1","Han_NWCM",5,10898,6023,NA,0.130723445090594,0.394785415120517,0.469537272162135
"C2a1b","Han_NWCM",1,10902,6027,NA,0.132366208014288,0.184297986328277,0.471164210100298
"D1a2a1","Han_NWCM",1,10902,6027,NA,0.132366208014288,0.184297986328277,0.471164210100298
"O2a1b","Han_NWCM",1,10902,6027,NA,0.132366208014288,0.184297986328277,0.471164210100298
"Q2b","Han_NWCM",1,10902,6027,NA,0.132366208014288,0.184297986328277,0.471164210100298
"C2a1","ANEA",1,398,16529,NA,0.133327805226162,8.30331307823959,0.472463631942374
"C","ANEA",1,398,16529,NA,0.133327805226162,8.30331307823959,0.472463631942374
"N1a2a1","Han_noNWC",47,4728,12003,NA,0.134711805205982,0.769827905815883,0.47630245412115
"C1b1a2","Han_noNWC",4,4771,12135,NA,0.138248826417685,0.442363771593823,0.487719690524751
"N1a1a1","ANEA",1,398,16345,NA,0.140303360724026,0.217286652451404,0.492986673874076
"N1a2a","Han_noNWC",6,4769,12128,NA,0.140364261311369,0.508634566071735,0.492986673874076
"O2a2b2","ANEA",7,392,16017,NA,0.141575428105527,0.5532331938512,0.496140438316716
"O2a2","ASEA",1,150,16765,NA,0.148977155599713,6.57238283678687,0.520926742759261
"O1","ANEA",1,398,16528,NA,0.153756836106694,6.91909839879243,0.536455569147585
"N1b2","Han_noNWC",53,4722,11989,NA,0.154430519528162,0.796265765713522,0.53762185259914
"E1b1b1","AESP",2,283,16607,NA,0.163126105320866,2.86219002091802,0.566648576377745
"O2a2a1","Han_NWCM",277,10626,5855,NA,0.163595710523014,0.872177579565818,0.567036335817186
"R1b1a1","ASAF",2,114,16711,NA,0.169148988006308,2.76548168801601,0.585004360266358
"N1a2","AEES",1,166,16748,NA,0.171730253849934,5.60357670409544,0.591349395865859
"C2b1b","AEES",1,166,16748,NA,0.171730253849934,5.60357670409544,0.591349395865859
"N1b","ANEA",2,397,16504,NA,0.173627075345896,2.77115035780416,0.596584137414097
"O2a1b2","ANEA",0,399,16438,NA,0.17714925912382,0,0.606393316261473
"L1a2","ANWC",1,136,16773,NA,0.177247541306226,5.36161409081828,0.606393316261473
"C2b1b1","Han_NWCM",236,10667,5880,NA,0.179216785925092,0.867285932408828,0.611809027813244
"O2a1a1","ANWC",0,137,16490,NA,0.184330784764014,0,0.627913899067094
"N1b2a1","AESP",0,285,16499,NA,0.186105686753058,0,0.632599587589795
"C2b1a1","ASAF",0,116,16445,NA,0.187801575574959,0,0.63699720708937
"O1a1a2","AEES",0,167,16507,NA,0.188914602051738,0,0.639403268482807
"O1a2","Han_noNWC",2,4773,12157,NA,0.193697216317352,5.09352307163874,0.642943883224057
"D1a1","Han_noNWC",2,4773,12157,NA,0.193697216317352,5.09352307163874,0.642943883224057
"G1","Han_noNWC",2,4773,12157,NA,0.193697216317352,5.09352307163874,0.642943883224057
"R2a2","Han_noNWC",0,4775,12152,NA,0.194019681932512,0,0.642943883224057
"R2a","Han_noNWC",0,4775,12152,NA,0.194019681932512,0,0.642943883224057
"C2a1","Han_noNWC",0,4775,12152,NA,0.194019681932512,0,0.642943883224057
"J2a2a1","Han_noNWC",0,4775,12152,NA,0.194019681932512,0,0.642943883224057
"R1b2b2","Han_noNWC",0,4775,12152,NA,0.194019681932512,0,0.642943883224057
"C","Han_noNWC",0,4775,12152,NA,0.194019681932512,0,0.642943883224057
"H1a1a4","Han_noNWC",0,4775,12152,NA,0.194019681932512,0,0.642943883224057
"R2a2","Han_NWCM",2,10901,6026,NA,0.19536456968091,0.276418766186626,0.646049015395745
"N1a","ANEA",2,397,16501,NA,0.19926403240329,2.51883350878598,0.656204214816655
"O2","ANEA",2,397,16501,NA,0.19926403240329,2.51883350878598,0.656204214816655
"C2a","Han_noNWC",0,4775,12151,NA,0.202183281895474,0,0.661690740748824
"J2b2a","Han_noNWC",0,4775,12151,NA,0.202183281895474,0,0.661690740748824
"N2","Han_noNWC",0,4775,12151,NA,0.202183281895474,0,0.661690740748824
"C2b1b1","Han_noNWC",120,4655,11892,NA,0.208161561170465,1.15245596514594,0.679851366791788
"O1b1a","ANEA",1,398,16524,NA,0.230780618421922,4.15104347775196,0.752173867449227
"C2b1a2","Han_NWCM",414,10489,5823,NA,0.232206073647902,1.11031486389016,0.755265750838351
"C2a1a","AEES",1,166,16740,NA,0.234949365853475,3.87797886976922,0.762622531786688
"Q1a1a1","ANEA",8,391,16018,NA,0.241748664351432,0.635150670026853,0.783087698021816
"G2a2b2","ANEA",1,398,16523,NA,0.248917867757086,3.77376435842554,0.804665107198418
"O1b2a1","AESP",0,285,16537,NA,0.268683028867123,0,0.865625948870124
"N1a2a1","ASEA",0,151,16580,NA,0.268868665936932,0,0.865625948870124
"J2a1a1","ANEA",0,399,16451,NA,0.269816804252283,0,0.866916466400846
"O2a2a2","ANEA",0,399,16449,NA,0.271841029739113,0,0.871652208718127
"C2b1b","AESP",1,284,16630,NA,0.275797730203532,3.25267513211679,0.879279533019174
"O2b1a","ANEA",0,399,16446,NA,0.275825369455745,0,0.879279533019174
"N1a2a","ASEA",1,150,16747,NA,0.275885055499072,3.1894553578686,0.879279533019174
"O2a1a1","ASAF",0,116,16511,NA,0.278188653593741,0,0.882854553497564
"O1a1a2","ANWC",0,137,16537,NA,0.278472216670634,0,0.882854553497564
"O2a1a1","Han_NWCM",188,10715,5912,NA,0.278678836331302,0.879070371195429,0.882854553497564
"O1a1b1","Han_noNWC",7,4768,12148,NA,0.279467352871499,1.78335190915256,0.883585403090726
"I2","Han_noNWC",1,4774,12158,NA,0.281993740034253,Inf,0.884511057850012
"Q2","Han_noNWC",1,4774,12158,NA,0.281993740034253,Inf,0.884511057850012
"Q1a2","Han_noNWC",1,4774,12158,NA,0.281993740034253,Inf,0.884511057850012
"O","Han_noNWC",1,4774,12158,NA,0.281993740034253,Inf,0.884511057850012
"R2a2b","Han_NWCM",1,10902,6028,NA,0.290110736583333,0.276485139192263,0.90638147287574
"G1","Han_NWCM",1,10902,6028,NA,0.290110736583333,0.276485139192263,0.90638147287574
"E1b1b1","ANWC",1,136,16754,NA,0.295136618089941,2.93273118288629,0.920268509949737
"O2a2b2","Han_noNWC",137,4638,11771,NA,0.300652130992147,0.898454109488222,0.93427977223585
"O1a3a","ANEA",1,398,16520,NA,0.300809775151694,2.96445433589379,0.93427977223585
"J1","Han_NWCM",4,10899,6030,NA,0.30422165089947,Inf,0.939351062426435
"J1a3a","Han_NWCM",4,10899,6030,NA,0.30422165089947,Inf,0.939351062426435
"Q2a1c1","Han_NWCM",4,10899,6030,NA,0.30422165089947,Inf,0.939351062426435
"O2a1b2","Han_noNWC",22,4753,12084,NA,0.305618019662001,0.755875619488423,0.941826737635428
"O2a2a2","Han_NWCM",50,10853,5995,NA,0.307009988352643,0.789144401845283,0.944279265146771
"O1a1b1","Han_NWCM",9,10894,6022,NA,0.322561631272084,0.621869946959854,0.990189193672443
"R1b1a2","Han_noNWC",0,4775,12153,NA,0.330840948606364,0,1
"J2b2a2","Han_noNWC",0,4775,12153,NA,0.330840948606364,0,1
"Q1b2a1","Han_noNWC",0,4775,12153,NA,0.330840948606364,0,1
"J1a","Han_noNWC",0,4775,12153,NA,0.330840948606364,0,1
"No1","Han_noNWC",0,4775,12153,NA,0.330840948606364,0,1
"R1a1a","Han_noNWC",0,4775,12153,NA,0.330840948606364,0,1
"N1","Han_noNWC",0,4775,12153,NA,0.330840948606364,0,1
"O2a1b1","Han_noNWC",668,4107,10526,NA,0.331153069251791,1.04904337927889,1
"O1a1b1","ANEA",1,398,16518,NA,0.333401713508831,2.59366627033969,1
"D1a1a1","AEES",2,165,16308,NA,0.334372924815637,0.431614637746644,1
"L1a2","AESP",1,284,16625,NA,0.334796515495388,2.54493139954198,1
"J1a2a1","Han_NWCM",10,10893,6021,NA,0.338556002391312,0.614147065022783,1
"J2a2a","Han_NWCM",5,10898,6025,NA,0.341940604703714,0.552904405709511,1
"E1b1b1","AEES",1,166,16724,NA,0.347353938614383,2.39837335787075,1
"I2","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"Q2","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"Q1a2","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"O","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"R1b2b1","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"I2a1a1","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"R1b2a","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"Q1b1a1","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"G2a1","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"G2a2b1","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"Q","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"T1","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"G2","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"J2a","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"J2a2","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"L1a2a","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"O2a1","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"D1a2a2","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"L1a1b3","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"Q1b1b1","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"H3b2a","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"J1a2b1","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"Q2a1a","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"T1a2a","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"C1b1a1","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"E1b1","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"H1a1a1","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"K2a","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,1
"N1a1a1","Han_NWCM",116,10787,5956,NA,0.360598387114024,0.865539631752794,1
"C2a1a","AESP",1,284,16622,NA,0.367870566505342,2.25088218339568,1
"R1b2","AESP",1,284,16622,NA,0.367870566505342,2.25088218339568,1
"N1b1","AEES",1,166,16716,NA,0.397236631698851,2.01383992606346,1
"O1b2a1","Han_noNWC",27,4748,12074,NA,0.3983918412459,0.81739928088279,1
"Q1b1a3","ANEA",0,399,16474,NA,0.406390076354261,0,1
"N1b1a2","AESP",0,285,16564,NA,0.407718182148327,0,1
"O2a2a2","AESP",0,285,16563,NA,0.407803215502457,0,1
"O2b1a","AESP",0,285,16560,NA,0.40863207238008,0,1
"N1b2a1","AEES",0,167,16617,NA,0.409165255121546,0,1
"N1b2","ASAF",0,116,16595,NA,0.410371103224969,0,1
"J2b","Han_noNWC",3,4772,12154,NA,0.410800809481207,1.91022790195027,1
"N1a1a1","ANWC",0,137,16606,NA,0.411175682517073,0,1
"O2a1b2","AESP",0,285,16552,NA,0.414687705764804,0,1
"C2a1a2","ANEA",0,399,16464,NA,0.415926165228327,0,1
"N1a2a1","ANWC",0,137,16594,NA,0.416458326539029,0,1
"C2a1a1","ASEA",0,151,16598,NA,0.416962352465089,0,1
"N1a1a3","AESP",0,285,16549,NA,0.418249264440276,0,1
"N1a1a1","ASEA",0,151,16592,NA,0.421029161532699,0,1
"O1a1a2","ASAF",0,116,16558,NA,0.428077229989036,0,1
"L1a1","Han_NWCM",5,10898,6029,NA,0.431837564272838,2.76595974236066,1
"O1a1b","Han_NWCM",5,10898,6029,NA,0.431837564272838,2.76595974236066,1
"C2a","Han_NWCM",6,10897,6029,NA,0.433470641879482,3.31943961348555,1
"J2b2a","Han_NWCM",6,10897,6029,NA,0.433470641879482,3.31943961348555,1
"C2a1a3","Han_NWCM",31,10872,6017,NA,0.435171490851668,1.31972860132219,1
"D1a1a1","ASEA",2,149,16324,NA,0.446553475960633,0.478430068894927,1
"N1a","AESP",1,284,16614,NA,0.448273360082377,1.72051079843905,1
"O1a1a1","ASEA",5,146,15936,NA,0.452336860106587,0.645102516577191,1
"J2a2a","Han_noNWC",4,4771,12152,NA,0.482391726566131,1.69797781248376,1
"H","Han_noNWC",1,4774,12157,NA,0.484478968674487,2.54634780860198,1
"R","Han_noNWC",1,4774,12157,NA,0.484478968674487,2.54634780860198,1
"R1b1a1","ANEA",1,398,16427,NA,0.524095150296387,0.385751350681969,1
"E1b1b1","Han_NWCM",30,10873,6017,NA,0.525879674317816,1.27706402434188,1
"C2a1a3","AESP",1,284,16605,NA,0.526605824837923,1.35969747328559,1
"N1a1a3","Han_NWCM",67,10836,5998,NA,0.529029668956755,1.15891672750395,1
"O1b2a1","ASAF",1,115,16707,NA,0.534909399989572,1.32068419522529,1
"O1a3","Han_NWCM",2,10901,6030,NA,0.541381941242308,Inf,1
"O2b1","Han_NWCM",2,10901,6030,NA,0.541381941242308,Inf,1
"T1a1","Han_NWCM",2,10901,6030,NA,0.541381941242308,Inf,1
"T1a1a","Han_NWCM",2,10901,6030,NA,0.541381941242308,Inf,1
"G1a1a1","Han_NWCM",2,10901,6030,NA,0.541381941242308,Inf,1
"C1b1a2","Han_NWCM",16,10887,6019,NA,0.554161149866998,0.804186227900529,1
"G2a2b2","Han_NWCM",9,10894,6027,NA,0.556530665362321,1.65967475886493,1
"C2a1a4","Han_NWCM",3,10900,6030,NA,0.557038502459125,Inf,1
"E1b1a1","Han_NWCM",3,10900,6030,NA,0.557038502459125,Inf,1
"G2a2b","Han_NWCM",3,10900,6030,NA,0.557038502459125,Inf,1
"L1a1b","Han_NWCM",3,10900,6030,NA,0.557038502459125,Inf,1
"C2b2","Han_NWCM",3,10900,6030,NA,0.557038502459125,Inf,1
