ID	Group	Population_Count
MN849684	Indigenous_Papuans	453.0
MN849653	Indigenous_Papuans	453.0
MN849751	Indigenous_Papuans	453.0
MN849760	Indigenous_Papuans	453.0
MN849798	Indigenous_Papuans	453.0
MN849771	Indigenous_Papuans	453.0
MN849784	Indigenous_Papuans	453.0
MN849753	Indigenous_Papuans	453.0
MN849756	Indigenous_Papuans	453.0
MN849796	Indigenous_Papuans	453.0
MN849864	Indigenous_Papuans	453.0
MN849687	Indigenous_Papuans	453.0
MN849734	Indigenous_Papuans	453.0
MN849747	Indigenous_Papuans	453.0
MN849748	Indigenous_Papuans	453.0
MN849752	Indigenous_Papuans	453.0
MN849758	Indigenous_Papuans	453.0
MN849759	Indigenous_Papuans	453.0
MN849773	Indigenous_Papuans	453.0
MN849774	Indigenous_Papuans	453.0
MN849800	Indigenous_Papuans	453.0
MN849813	Indigenous_Papuans	453.0
MN849814	Indigenous_Papuans	453.0
MN849815	Indigenous_Papuans	453.0
MN849816	Indigenous_Papuans	453.0
MN849817	Indigenous_Papuans	453.0
MN849818	Indigenous_Papuans	453.0
MN849819	Indigenous_Papuans	453.0
MN849820	Indigenous_Papuans	453.0
MN849821	Indigenous_Papuans	453.0
MN849823	Indigenous_Papuans	453.0
MN849827	Indigenous_Papuans	453.0
MN849828	Indigenous_Papuans	453.0
MN849829	Indigenous_Papuans	453.0
MN849830	Indigenous_Papuans	453.0
MN849831	Indigenous_Papuans	453.0
MN849835	Indigenous_Papuans	453.0
MN849837	Indigenous_Papuans	453.0
MN849840	Indigenous_Papuans	453.0
MN849842	Indigenous_Papuans	453.0
MN849845	Indigenous_Papuans	453.0
MN849847	Indigenous_Papuans	453.0
MN849849	Indigenous_Papuans	453.0
MN849852	Indigenous_Papuans	453.0
MN849853	Indigenous_Papuans	453.0
MN849854	Indigenous_Papuans	453.0
MN849855	Indigenous_Papuans	453.0
MN849863	Indigenous_Papuans	453.0
MN849868	Indigenous_Papuans	453.0
MN849833	Indigenous_Papuans	453.0
MN849856	Indigenous_Papuans	453.0
MN849790	Indigenous_Papuans	453.0
MN849792	Indigenous_Papuans	453.0
MN849791	Indigenous_Papuans	453.0
MN849685	Indigenous_Papuans	453.0
MN849689	Indigenous_Papuans	453.0
MN849690	Indigenous_Papuans	453.0
MN849691	Indigenous_Papuans	453.0
MN849692	Indigenous_Papuans	453.0
MN849695	Indigenous_Papuans	453.0
MN849696	Indigenous_Papuans	453.0
MN849699	Indigenous_Papuans	453.0
MN849700	Indigenous_Papuans	453.0
MN849703	Indigenous_Papuans	453.0
MN849708	Indigenous_Papuans	453.0
MN849715	Indigenous_Papuans	453.0
MN849717	Indigenous_Papuans	453.0
MN849721	Indigenous_Papuans	453.0
MN849728	Indigenous_Papuans	453.0
MN849731	Indigenous_Papuans	453.0
MN849735	Indigenous_Papuans	453.0
MN849737	Indigenous_Papuans	453.0
MN849738	Indigenous_Papuans	453.0
MN849739	Indigenous_Papuans	453.0
MN849743	Indigenous_Papuans	453.0
MN849745	Indigenous_Papuans	453.0
MN849766	Indigenous_Papuans	453.0
MN849806	Indigenous_Papuans	453.0
MN849516	Indigenous_Papuans	453.0
MN849865	Indigenous_Papuans	453.0
MN849781	Indigenous_Papuans	453.0
MN849767	Indigenous_Papuans	453.0
MN849772	Indigenous_Papuans	453.0
MN849848	Indigenous_Papuans	453.0
MN849859	Indigenous_Papuans	453.0
MN849860	Indigenous_Papuans	453.0
MN849867	Indigenous_Papuans	453.0
MN849850	Indigenous_Papuans	453.0
MN849757	Indigenous_Papuans	453.0
MN849762	Indigenous_Papuans	453.0
MN849765	Indigenous_Papuans	453.0
MN849768	Indigenous_Papuans	453.0
MN849769	Indigenous_Papuans	453.0
MN849776	Indigenous_Papuans	453.0
MN849777	Indigenous_Papuans	453.0
MN849778	Indigenous_Papuans	453.0
MN849780	Indigenous_Papuans	453.0
MN849783	Indigenous_Papuans	453.0
MN849785	Indigenous_Papuans	453.0
MN849786	Indigenous_Papuans	453.0
MN849809	Indigenous_Papuans	453.0
MN849862	Indigenous_Papuans	453.0
MN849764	Indigenous_Papuans	453.0
MN849787	Indigenous_Papuans	453.0
MN849795	Indigenous_Papuans	453.0
MN849793	Indigenous_Papuans	453.0
MN849794	Indigenous_Papuans	453.0
OM194326	Shapirashti	32.0
OM194295	Shapirashti	32.0
OM194296	Shapirashti	32.0
OM194297	Shapirashti	32.0
OM194298	Shapirashti	32.0
OM194299	Shapirashti	32.0
OM194300	Shapirashti	32.0
OM194301	Shapirashti	32.0
OM194302	Shapirashti	32.0
OM194303	Shapirashti	32.0
OM194304	Shapirashti	32.0
OM194305	Shapirashti	32.0
OM194306	Shapirashti	32.0
OM194307	Shapirashti	32.0
OM194308	Shapirashti	32.0
OM194309	Shapirashti	32.0
OM194310	Shapirashti	32.0
OM194311	Shapirashti	32.0
OM194312	Shapirashti	32.0
OM194313	Shapirashti	32.0
OM194314	Shapirashti	32.0
OM194315	Shapirashti	32.0
OM194316	Shapirashti	32.0
OM194317	Shapirashti	32.0
OM194318	Shapirashti	32.0
OM194319	Shapirashti	32.0
OM194320	Shapirashti	32.0
OM194322	Shapirashti	32.0
OM194324	Shapirashti	32.0
OM194325	Shapirashti	32.0
OM194321	Shapirashti	32.0
OM194323	Shapirashti	32.0
KM096761	Serbs	56.0
KM096762	Serbs	56.0
KM096763	Serbs	56.0
KM096765	Serbs	56.0
KM096766	Serbs	56.0
KM096767	Serbs	56.0
KM096768	Serbs	56.0
KM096769	Serbs	56.0
KM096770	Serbs	56.0
KM096771	Serbs	56.0
KM096772	Serbs	56.0
KM096773	Serbs	56.0
KM096774	Serbs	56.0
KM096775	Serbs	56.0
KM096776	Serbs	56.0
KM096777	Serbs	56.0
KM096778	Serbs	56.0
KM096779	Serbs	56.0
KM096780	Serbs	56.0
KM096781	Serbs	56.0
KT697997	Serbs	56.0
KT697998	Serbs	56.0
KT697999	Serbs	56.0
KT698000	Serbs	56.0
KT698001	Serbs	56.0
KT698002	Serbs	56.0
KT698003	Serbs	56.0
KT698004	Serbs	56.0
KT698005	Serbs	56.0
KT698006	Serbs	56.0
KT698007	Serbs	56.0
KT698008	Serbs	56.0
KT698009	Serbs	56.0
KT698010	Serbs	56.0
KT698011	Serbs	56.0
KT698012	Serbs	56.0
KT698013	Serbs	56.0
KT698014	Serbs	56.0
KT698015	Serbs	56.0
KT698016	Serbs	56.0
KT698017	Serbs	56.0
KT698018	Serbs	56.0
KT698019	Serbs	56.0
KT698020	Serbs	56.0
KT698021	Serbs	56.0
KT698022	Serbs	56.0
KT698023	Serbs	56.0
KT698024	Serbs	56.0
KT698025	Serbs	56.0
KT698026	Serbs	56.0
KT698027	Serbs	56.0
KT698028	Serbs	56.0
KT698029	Serbs	56.0
KT698030	Serbs	56.0
KT698031	Serbs	56.0
KT698032	Serbs	56.0
MG660645	Tofalar	28.0
MG660646	Tofalar	28.0
MG660647	Tofalar	28.0
MG660648	Tofalar	28.0
MG660649	Tofalar	28.0
MG660650	Tofalar	28.0
MG660724	Tofalar	28.0
MG660726	Tofalar	28.0
MG660727	Tofalar	28.0
MG660728	Tofalar	28.0
MG660729	Tofalar	28.0
MG660730	Tofalar	28.0
MG660731	Tofalar	28.0
MG660732	Tofalar	28.0
MG660734	Tofalar	28.0
MG660735	Tofalar	28.0
MG660737	Tofalar	28.0
MG660738	Tofalar	28.0
MG660739	Tofalar	28.0
MG660740	Tofalar	28.0
MG660743	Tofalar	28.0
MG660744	Tofalar	28.0
MG660745	Tofalar	28.0
MG660746	Tofalar	28.0
MG660747	Tofalar	28.0
MG660748	Tofalar	28.0
MG660749	Tofalar	28.0
MG660750	Tofalar	28.0
MG660673	Todzhi	53.0
MG660674	Todzhi	53.0
MG660675	Todzhi	53.0
MG660676	Todzhi	53.0
MG660677	Todzhi	53.0
MG660678	Todzhi	53.0
MG660679	Todzhi	53.0
MG660680	Todzhi	53.0
MG660681	Todzhi	53.0
MG660682	Todzhi	53.0
MG660683	Todzhi	53.0
MG660684	Todzhi	53.0
MG660685	Todzhi	53.0
MG660686	Todzhi	53.0
MG660687	Todzhi	53.0
MG660688	Todzhi	53.0
MG660689	Todzhi	53.0
MG660690	Todzhi	53.0
MG660691	Todzhi	53.0
MG660692	Todzhi	53.0
MG660693	Todzhi	53.0
MG660694	Todzhi	53.0
MG660695	Todzhi	53.0
MG660696	Todzhi	53.0
MG660697	Todzhi	53.0
MG660698	Todzhi	53.0
MG660699	Todzhi	53.0
MG660700	Todzhi	53.0
MG660701	Todzhi	53.0
MG660702	Todzhi	53.0
MG660703	Todzhi	53.0
MG660704	Todzhi	53.0
MG660705	Todzhi	53.0
MG660706	Todzhi	53.0
MG660707	Todzhi	53.0
MG660708	Todzhi	53.0
MG660709	Todzhi	53.0
MG660710	Todzhi	53.0
MG660711	Todzhi	53.0
MG660712	Todzhi	53.0
MG660713	Todzhi	53.0
MG660714	Todzhi	53.0
MG660715	Todzhi	53.0
MG660716	Todzhi	53.0
MG660717	Todzhi	53.0
MG660718	Todzhi	53.0
MG660719	Todzhi	53.0
MG660720	Todzhi	53.0
MG660721	Todzhi	53.0
MG660722	Todzhi	53.0
MG660723	Todzhi	53.0
MG660725	Todzhi	53.0
MG660733	Todzhi	53.0
MG660619	Ket	30.0
MG660620	Ket	30.0
MG660621	Ket	30.0
MG660622	Ket	30.0
MG778654	Ket	30.0
MG778655	Ket	30.0
MG778656	Ket	30.0
MG778657	Ket	30.0
MG778658	Ket	30.0
MG778659	Ket	30.0
MG778660	Ket	30.0
MG778661	Ket	30.0
MG778662	Ket	30.0
MG778663	Ket	30.0
MG778664	Ket	30.0
MG778665	Ket	30.0
MG778666	Ket	30.0
MG778667	Ket	30.0
MG778669	Ket	30.0
MG778671	Ket	30.0
MG778672	Ket	30.0
MG778673	Ket	30.0
MG778674	Ket	30.0
MG778675	Ket	30.0
MG778676	Ket	30.0
MG778677	Ket	30.0
MG778678	Ket	30.0
MG778680	Ket	30.0
MG778681	Ket	30.0
MG778682	Ket	30.0
HQ012049	Native_American	215.0
HQ012050	Native_American	215.0
HQ012051	Native_American	215.0
HQ012052	Native_American	215.0
HQ012053	Native_American	215.0
HQ012054	Native_American	215.0
HQ012055	Native_American	215.0
HQ012056	Native_American	215.0
HQ012057	Native_American	215.0
HQ012058	Native_American	215.0
HQ012059	Native_American	215.0
HQ012060	Native_American	215.0
HQ012061	Native_American	215.0
HQ012062	Native_American	215.0
HQ012063	Native_American	215.0
HQ012064	Native_American	215.0
HQ012065	Native_American	215.0
HQ012066	Native_American	215.0
HQ012067	Native_American	215.0
HQ012068	Native_American	215.0
HQ012069	Native_American	215.0
HQ012070	Native_American	215.0
HQ012071	Native_American	215.0
HQ012072	Native_American	215.0
HQ012073	Native_American	215.0
HQ012074	Native_American	215.0
HQ012075	Native_American	215.0
HQ012076	Native_American	215.0
HQ012077	Native_American	215.0
HQ012078	Native_American	215.0
HQ012079	Native_American	215.0
HQ012080	Native_American	215.0
HQ012081	Native_American	215.0
HQ012082	Native_American	215.0
HQ012083	Native_American	215.0
HQ012084	Native_American	215.0
HQ012085	Native_American	215.0
HQ012086	Native_American	215.0
HQ012087	Native_American	215.0
HQ012088	Native_American	215.0
HQ012089	Native_American	215.0
HQ012090	Native_American	215.0
HQ012091	Native_American	215.0
HQ012092	Native_American	215.0
HQ012093	Native_American	215.0
HQ012094	Native_American	215.0
HQ012095	Native_American	215.0
HQ012096	Native_American	215.0
HQ012097	Native_American	215.0
HQ012098	Native_American	215.0
HQ012099	Native_American	215.0
HQ012100	Native_American	215.0
HQ012101	Native_American	215.0
HQ012102	Native_American	215.0
HQ012103	Native_American	215.0
HQ012104	Native_American	215.0
HQ012105	Native_American	215.0
HQ012106	Native_American	215.0
HQ012107	Native_American	215.0
HQ012108	Native_American	215.0
HQ012109	Native_American	215.0
HQ012110	Native_American	215.0
HQ012111	Native_American	215.0
HQ012112	Native_American	215.0
HQ012113	Native_American	215.0
HQ012114	Native_American	215.0
HQ012115	Native_American	215.0
HQ012116	Native_American	215.0
HQ012117	Native_American	215.0
HQ012118	Native_American	215.0
HQ012119	Native_American	215.0
HQ012120	Native_American	215.0
HQ012121	Native_American	215.0
HQ012122	Native_American	215.0
HQ012123	Native_American	215.0
HQ012124	Native_American	215.0
HQ012125	Native_American	215.0
HQ012126	Native_American	215.0
HQ012127	Native_American	215.0
HQ012128	Native_American	215.0
HQ012129	Native_American	215.0
HQ012130	Native_American	215.0
HQ012131	Native_American	215.0
HQ012132	Native_American	215.0
HQ012133	Native_American	215.0
HQ012134	Native_American	215.0
HQ012135	Native_American	215.0
HQ012136	Native_American	215.0
HQ012137	Native_American	215.0
HQ012138	Native_American	215.0
HQ012139	Native_American	215.0
HQ012140	Native_American	215.0
HQ012141	Native_American	215.0
HQ012142	Native_American	215.0
HQ012143	Native_American	215.0
HQ012144	Native_American	215.0
HQ012145	Native_American	215.0
HQ012146	Native_American	215.0
HQ012147	Native_American	215.0
HQ012148	Native_American	215.0
HQ012149	Native_American	215.0
HQ012150	Native_American	215.0
HQ012151	Native_American	215.0
HQ012152	Native_American	215.0
HQ012153	Native_American	215.0
HQ012154	Native_American	215.0
HQ012155	Native_American	215.0
HQ012156	Native_American	215.0
HQ012157	Native_American	215.0
HQ012158	Native_American	215.0
HQ012159	Native_American	215.0
HQ012160	Native_American	215.0
HQ012161	Native_American	215.0
HQ012162	Native_American	215.0
HQ012163	Native_American	215.0
HQ012164	Native_American	215.0
HQ012165	Native_American	215.0
HQ012166	Native_American	215.0
HQ012167	Native_American	215.0
HQ012168	Native_American	215.0
HQ012169	Native_American	215.0
HQ012170	Native_American	215.0
HQ012171	Native_American	215.0
HQ012172	Native_American	215.0
HQ012173	Native_American	215.0
HQ012174	Native_American	215.0
HQ012175	Native_American	215.0
HQ012176	Native_American	215.0
HQ012177	Native_American	215.0
HQ012178	Native_American	215.0
HQ012179	Native_American	215.0
HQ012180	Native_American	215.0
HQ012181	Native_American	215.0
HQ012182	Native_American	215.0
HQ012183	Native_American	215.0
HQ012184	Native_American	215.0
HQ012185	Native_American	215.0
HQ012186	Native_American	215.0
HQ012187	Native_American	215.0
HQ012188	Native_American	215.0
HQ012189	Native_American	215.0
HQ012190	Native_American	215.0
HQ012191	Native_American	215.0
HQ012192	Native_American	215.0
HQ012193	Native_American	215.0
HQ012194	Native_American	215.0
HQ012195	Native_American	215.0
HQ012196	Native_American	215.0
HQ012197	Native_American	215.0
HQ012198	Native_American	215.0
HQ012199	Native_American	215.0
HQ012200	Native_American	215.0
HQ012201	Native_American	215.0
HQ012202	Native_American	215.0
HQ012203	Native_American	215.0
HQ012204	Native_American	215.0
HQ012205	Native_American	215.0
HQ012206	Native_American	215.0
HQ012207	Native_American	215.0
HQ012208	Native_American	215.0
HQ012209	Native_American	215.0
HQ012210	Native_American	215.0
HQ012211	Native_American	215.0
HQ012212	Native_American	215.0
HQ012213	Native_American	215.0
HQ012214	Native_American	215.0
HQ012215	Native_American	215.0
HQ012216	Native_American	215.0
HQ012217	Native_American	215.0
HQ012218	Native_American	215.0
HQ012219	Native_American	215.0
HQ012220	Native_American	215.0
HQ012221	Native_American	215.0
HQ012222	Native_American	215.0
HQ012223	Native_American	215.0
HQ012224	Native_American	215.0
HQ012225	Native_American	215.0
HQ012226	Native_American	215.0
HQ012227	Native_American	215.0
HQ012228	Native_American	215.0
HQ012229	Native_American	215.0
HQ012230	Native_American	215.0
HQ012231	Native_American	215.0
HQ012232	Native_American	215.0
HQ012233	Native_American	215.0
HQ012234	Native_American	215.0
HQ012235	Native_American	215.0
HQ012236	Native_American	215.0
HQ012237	Native_American	215.0
HQ012238	Native_American	215.0
HQ012239	Native_American	215.0
HQ012240	Native_American	215.0
HQ012241	Native_American	215.0
HQ012242	Native_American	215.0
HQ012243	Native_American	215.0
HQ012244	Native_American	215.0
HQ012245	Native_American	215.0
HQ012246	Native_American	215.0
HQ012247	Native_American	215.0
HQ012248	Native_American	215.0
HQ012249	Native_American	215.0
HQ012250	Native_American	215.0
HQ012251	Native_American	215.0
HQ012252	Native_American	215.0
HQ012253	Native_American	215.0
HQ012254	Native_American	215.0
HQ012255	Native_American	215.0
HQ012256	Native_American	215.0
HQ012257	Native_American	215.0
HQ012258	Native_American	215.0
HQ012259	Native_American	215.0
HQ012260	Native_American	215.0
HQ012261	Native_American	215.0
HQ012262	Native_American	215.0
HQ012263	Native_American	215.0
MG660751	Nivkh	46.0
MG660752	Nivkh	46.0
MG660753	Nivkh	46.0
MG660754	Nivkh	46.0
MG660755	Nivkh	46.0
MG660756	Nivkh	46.0
MG660757	Nivkh	46.0
MG660758	Nivkh	46.0
MG660759	Nivkh	46.0
MG660760	Nivkh	46.0
MG660766	Nivkh	46.0
MG660767	Nivkh	46.0
MG660768	Nivkh	46.0
MG660769	Nivkh	46.0
MG660770	Nivkh	46.0
MG660771	Nivkh	46.0
MG660772	Nivkh	46.0
MG660773	Nivkh	46.0
MG660774	Nivkh	46.0
MG660775	Nivkh	46.0
MG660776	Nivkh	46.0
MG660777	Nivkh	46.0
MG660778	Nivkh	46.0
MG660780	Nivkh	46.0
MG660781	Nivkh	46.0
MG660782	Nivkh	46.0
MG660783	Nivkh	46.0
MG660784	Nivkh	46.0
MG660786	Nivkh	46.0
MG660787	Nivkh	46.0
MG660788	Nivkh	46.0
MG660789	Nivkh	46.0
MG660790	Nivkh	46.0
MG660791	Nivkh	46.0
MG660792	Nivkh	46.0
MG660793	Nivkh	46.0
MG660794	Nivkh	46.0
MG660795	Nivkh	46.0
MG660796	Nivkh	46.0
MG660797	Nivkh	46.0
MG660798	Nivkh	46.0
MG660799	Nivkh	46.0
MG660800	Nivkh	46.0
MG660801	Nivkh	46.0
MH807372	Nivkh	46.0
MH807373	Nivkh	46.0
HGDP00981	Biaka	24.0
GWHBEGG01000001	Mongol	306.0
HLM025	Mongol	306.0
HLM076	Mongol	306.0
HLM085	Mongol	306.0
HLM102	Mongol	306.0
HLM123	Mongol	306.0
HLM139	Mongol	306.0
HLM141	Mongol	306.0
HLM148	Mongol	306.0
HLM150	Mongol	306.0
HLM151	Mongol	306.0
HLM153	Mongol	306.0
HLM158	Mongol	306.0
HLM160	Mongol	306.0
HLM161	Mongol	306.0
HLM162	Mongol	306.0
HLM163	Mongol	306.0
HLM164	Mongol	306.0
HLM165	Mongol	306.0
HLM166	Mongol	306.0
HLM168	Mongol	306.0
HLM170	Mongol	306.0
HLM171	Mongol	306.0
HLM172	Mongol	306.0
HLM173	Mongol	306.0
HLM175	Mongol	306.0
HLM176	Mongol	306.0
HLM177	Mongol	306.0
HLM178	Mongol	306.0
HLM179	Mongol	306.0
HLM180	Mongol	306.0
HLM182	Mongol	306.0
HLM184	Mongol	306.0
HLM186	Mongol	306.0
HLM188	Mongol	306.0
HLM189	Mongol	306.0
HLM190	Mongol	306.0
HLM191	Mongol	306.0
HLM195	Mongol	306.0
HLM197	Mongol	306.0
HLM198	Mongol	306.0
HLM199	Mongol	306.0
HLM203	Mongol	306.0
HLM227	Mongol	306.0
HLM228	Mongol	306.0
HLM236	Mongol	306.0
HSM001	Mongol	306.0
HSM007	Mongol	306.0
HSM008	Mongol	306.0
HSM010	Mongol	306.0
HSM013	Mongol	306.0
HSM018	Mongol	306.0
HSM019	Mongol	306.0
HSM021	Mongol	306.0
HSM022	Mongol	306.0
HSM023	Mongol	306.0
HSM035	Mongol	306.0
HSM036	Mongol	306.0
HSM042	Mongol	306.0
HSM045	Mongol	306.0
HSM050	Mongol	306.0
HSM051	Mongol	306.0
HSM053	Mongol	306.0
HSM056	Mongol	306.0
HSM057	Mongol	306.0
HSM058	Mongol	306.0
HSM059	Mongol	306.0
HSM062	Mongol	306.0
HSM063	Mongol	306.0
HSM064	Mongol	306.0
HSM067	Mongol	306.0
HSM068	Mongol	306.0
HSM069	Mongol	306.0
HSM071	Mongol	306.0
HSM072	Mongol	306.0
HSM073	Mongol	306.0
HSM076	Mongol	306.0
HSM078	Mongol	306.0
HSM079	Mongol	306.0
HSM080	Mongol	306.0
HSM083	Mongol	306.0
HSM090	Mongol	306.0
HSM091	Mongol	306.0
HSM103	Mongol	306.0
HSM104	Mongol	306.0
HSM112	Mongol	306.0
HSM125	Mongol	306.0
ERM043	Mongol	306.0
ERM044	Mongol	306.0
ERM046	Mongol	306.0
ERM048	Mongol	306.0
ERM049	Mongol	306.0
ERM050	Mongol	306.0
ERM054	Mongol	306.0
ERM059	Mongol	306.0
ERM070	Mongol	306.0
ERM071	Mongol	306.0
ERM073	Mongol	306.0
ERM074	Mongol	306.0
ERM076	Mongol	306.0
ERM088	Mongol	306.0
ERM099	Mongol	306.0
ERM105	Mongol	306.0
ERM108	Mongol	306.0
ERM109	Mongol	306.0
ERM111	Mongol	306.0
ERM115	Mongol	306.0
ERM117	Mongol	306.0
ERM119	Mongol	306.0
ERM120	Mongol	306.0
ERM138	Mongol	306.0
ERM139	Mongol	306.0
ERM140	Mongol	306.0
ERM142	Mongol	306.0
ERM144	Mongol	306.0
ERM146	Mongol	306.0
ERM147	Mongol	306.0
ERM148	Mongol	306.0
ERM154	Mongol	306.0
ERM159	Mongol	306.0
ERM164	Mongol	306.0
ERM176	Mongol	306.0
ERM179	Mongol	306.0
ERM180	Mongol	306.0
ERM182	Mongol	306.0
ERM191	Mongol	306.0
ERM193	Mongol	306.0
ERM194	Mongol	306.0
ERM197	Mongol	306.0
ERM206	Mongol	306.0
ERM218	Mongol	306.0
ERM219	Mongol	306.0
NA18939	Japanese	247.0
NA18940	Japanese	247.0
NA18941	Japanese	247.0
NA18942	Japanese	247.0
NA18943	Japanese	247.0
NA18944	Japanese	247.0
NA18945	Japanese	247.0
NA18946	Japanese	247.0
NA18947	Japanese	247.0
NA18948	Japanese	247.0
NA18949	Japanese	247.0
NA18950	Japanese	247.0
NA18951	Japanese	247.0
NA18952	Japanese	247.0
NA18953	Japanese	247.0
NA18954	Japanese	247.0
NA18956	Japanese	247.0
NA18957	Japanese	247.0
NA18959	Japanese	247.0
NA18960	Japanese	247.0
NA18961	Japanese	247.0
NA18962	Japanese	247.0
NA18963	Japanese	247.0
NA18964	Japanese	247.0
NA18965	Japanese	247.0
NA18966	Japanese	247.0
NA18967	Japanese	247.0
NA18968	Japanese	247.0
NA18969	Japanese	247.0
NA18970	Japanese	247.0
NA18971	Japanese	247.0
NA18972	Japanese	247.0
NA18973	Japanese	247.0
NA18974	Japanese	247.0
NA18975	Japanese	247.0
NA18976	Japanese	247.0
NA18977	Japanese	247.0
NA18978	Japanese	247.0
NA18979	Japanese	247.0
NA18980	Japanese	247.0
NA18981	Japanese	247.0
NA18982	Japanese	247.0
NA18983	Japanese	247.0
NA18984	Japanese	247.0
NA18985	Japanese	247.0
NA18986	Japanese	247.0
NA18987	Japanese	247.0
NA18988	Japanese	247.0
NA18989	Japanese	247.0
NA18990	Japanese	247.0
NA18991	Japanese	247.0
NA18992	Japanese	247.0
NA18993	Japanese	247.0
NA18994	Japanese	247.0
NA18995	Japanese	247.0
NA18997	Japanese	247.0
NA18998	Japanese	247.0
NA18999	Japanese	247.0
NA19000	Japanese	247.0
NA19001	Japanese	247.0
NA19002	Japanese	247.0
NA19003	Japanese	247.0
NA19004	Japanese	247.0
NA19005	Japanese	247.0
NA19006	Japanese	247.0
NA19007	Japanese	247.0
NA19009	Japanese	247.0
NA19010	Japanese	247.0
NA19011	Japanese	247.0
NA19012	Japanese	247.0
NA19054	Japanese	247.0
NA19055	Japanese	247.0
NA19056	Japanese	247.0
NA19057	Japanese	247.0
NA19058	Japanese	247.0
NA19059	Japanese	247.0
NA19060	Japanese	247.0
NA19062	Japanese	247.0
NA19063	Japanese	247.0
NA19064	Japanese	247.0
NA19065	Japanese	247.0
NA19066	Japanese	247.0
NA19067	Japanese	247.0
NA19068	Japanese	247.0
NA19070	Japanese	247.0
NA19072	Japanese	247.0
NA19074	Japanese	247.0
NA19075	Japanese	247.0
NA19076	Japanese	247.0
NA19077	Japanese	247.0
NA19078	Japanese	247.0
NA19079	Japanese	247.0
NA19080	Japanese	247.0
NA19081	Japanese	247.0
NA19082	Japanese	247.0
NA19083	Japanese	247.0
NA19084	Japanese	247.0
NA19085	Japanese	247.0
NA19086	Japanese	247.0
NA19087	Japanese	247.0
NA19088	Japanese	247.0
NA19089	Japanese	247.0
NA19090	Japanese	247.0
NA19091	Japanese	247.0
AP010970	Japanese	247.0
AP013134	Japanese	247.0
AP013196	Japanese	247.0
AP013239	Japanese	247.0
SCsq0001	Japanese	247.0
SCsq0002	Japanese	247.0
SCsq0003	Japanese	247.0
SCsq0004	Japanese	247.0
SCsq0005	Japanese	247.0
SCsq0006	Japanese	247.0
SCsq0007	Japanese	247.0
SCsq0008	Japanese	247.0
SCsq0009	Japanese	247.0
SCsq0010	Japanese	247.0
SCsq0011	Japanese	247.0
SCsq0012	Japanese	247.0
SCsq0013	Japanese	247.0
SCsq0014	Japanese	247.0
SCsq0015	Japanese	247.0
SCsq0016	Japanese	247.0
SCsq0017	Japanese	247.0
SCsq0018	Japanese	247.0
SCsq0019	Japanese	247.0
SCsq0020	Japanese	247.0
SCsq0021	Japanese	247.0
SCsq0022	Japanese	247.0
SCsq0023	Japanese	247.0
SCsq0024	Japanese	247.0
SCsq0025	Japanese	247.0
SCsq0026	Japanese	247.0
SCsq0027	Japanese	247.0
SCsq0028	Japanese	247.0
SCsq0029	Japanese	247.0
SCsq0030	Japanese	247.0
SCsq0031	Japanese	247.0
SCsq0032	Japanese	247.0
SCsq0033	Japanese	247.0
SCsq0034	Japanese	247.0
SCsq0035	Japanese	247.0
SCsq0036	Japanese	247.0
SCsq0037	Japanese	247.0
SCsq0038	Japanese	247.0
SCsq0039	Japanese	247.0
SCsq0040	Japanese	247.0
SCsq0041	Japanese	247.0
SCsq0042	Japanese	247.0
SCsq0043	Japanese	247.0
SCsq0044	Japanese	247.0
SCsq0045	Japanese	247.0
SCsq0046	Japanese	247.0
SCsq0047	Japanese	247.0
SCsq0048	Japanese	247.0
SCsq0049	Japanese	247.0
SCsq0050	Japanese	247.0
SCsq0051	Japanese	247.0
SCsq0052	Japanese	247.0
SCsq0053	Japanese	247.0
SCsq0054	Japanese	247.0
SCsq0055	Japanese	247.0
SCsq0056	Japanese	247.0
SCsq0057	Japanese	247.0
SCsq0058	Japanese	247.0
SCsq0059	Japanese	247.0
SCsq0060	Japanese	247.0
SCsq0061	Japanese	247.0
SCsq0062	Japanese	247.0
SCsq0063	Japanese	247.0
SCsq0064	Japanese	247.0
SCsq0065	Japanese	247.0
SCsq0066	Japanese	247.0
SCsq0067	Japanese	247.0
SCsq0068	Japanese	247.0
SCsq0069	Japanese	247.0
SCsq0070	Japanese	247.0
SCsq0071	Japanese	247.0
SCsq0072	Japanese	247.0
SCsq0073	Japanese	247.0
SCsq0074	Japanese	247.0
SCsq0075	Japanese	247.0
SCsq0076	Japanese	247.0
SCsq0077	Japanese	247.0
SCsq0078	Japanese	247.0
SCsq0079	Japanese	247.0
SCsq0080	Japanese	247.0
SCsq0081	Japanese	247.0
SCsq0082	Japanese	247.0
SCsq0083	Japanese	247.0
SCsq0084	Japanese	247.0
SCsq0085	Japanese	247.0
SCsq0086	Japanese	247.0
SCsq0087	Japanese	247.0
SCsq0088	Japanese	247.0
SCsq0089	Japanese	247.0
SCsq0090	Japanese	247.0
SCsq0091	Japanese	247.0
SCsq0092	Japanese	247.0
SCsq0093	Japanese	247.0
SCsq0094	Japanese	247.0
SCsq0095	Japanese	247.0
SCsq0097	Japanese	247.0
SCsq0098	Japanese	247.0
SCsq0099	Japanese	247.0
SCsq0100	Japanese	247.0
SCsq0101	Japanese	247.0
SCsq0102	Japanese	247.0
SCsq0103	Japanese	247.0
SCsq0104	Japanese	247.0
