"hap","population","a","b","c","d","p","odds","padj"
"I2a1b","ANWC",1,136,16788,NA,0.0705199246650341,15.4199623602421,0.283998608174831
"N1a2b","Han_noNWC",0,4775,12148,NA,0.071709371990435,0,0.284912404149916
"Q1b","Han_noNWC",0,4775,12148,NA,0.071709371990435,0,0.284912404149916
"Q1b1b","Han_noNWC",0,4775,12148,NA,0.071709371990435,0,0.284912404149916
"R2","Han_noNWC",0,4775,12148,NA,0.071709371990435,0,0.284912404149916
"R1","AEES",1,166,16759,NA,0.0762439998315192,14.4168891883824,0.301916039466618
"I2a1b","Han_NWCM",3,10900,6024,NA,0.07711491248809,0.276352380999992,0.304346854619662
"K2b2a","ASAF",1,115,16806,NA,0.079203397693046,13.2728437804301,0.310928781916942
"D1a1a","ASAF",0,116,16357,NA,0.079416656557587,0,0.310928781916942
"O2a1a","AEES",0,167,16452,NA,0.079570456858812,0,0.310928781916942
"N1b2a","AESP",0,285,16461,NA,0.0802873129041954,0,0.312697955521603
"No1","AESP",1,284,16644,NA,0.0813789294837406,14.646665909284,0.315910336094259
"R2a2b","AESP",2,283,16621,NA,0.0851607957756973,4.34958487553018,0.329511052936031
"J2b2a","ASAF",1,115,16805,NA,0.0855158145636569,12.1699738756663,0.329806920010976
"Q1b1a","ANWC",2,135,16737,NA,0.0873451305954289,4.20187099863086,0.335768294236973
"O2a2a","Han_NWCM",327,10576,5820,NA,0.0901677225572475,0.856914446855575,0.345497034005764
"F","ASAF",1,115,16804,NA,0.0917853278917075,11.2351174177927,0.350560736205747
"Q1b","AEES",1,166,16757,NA,0.09438411002896,11.212465720505,0.35932728705559
"R2a","AESP",1,284,16643,NA,0.096844844246095,11.7131591957903,0.365172915883364
"C2a1","AESP",1,284,16643,NA,0.096844844246095,11.7131591957903,0.365172915883364
"C","AESP",1,284,16643,NA,0.096844844246095,11.7131591957903,0.365172915883364
"C2","ANWC",1,136,16784,NA,0.100255660947174,10.2784830157537,0.375641463802071
"J2b2a","ANWC",1,136,16784,NA,0.100255660947174,10.2784830157537,0.375641463802071
"O1","Han_noNWC",4,4771,12155,NA,0.103853287240967,3.39657335580345,0.386369025393662
"J2a2a","ASAF",1,115,16802,NA,0.104196798323286,9.73471694338681,0.386369025393662
"G2a2b","ASAF",1,115,16802,NA,0.104196798323286,9.73471694338681,0.386369025393662
"N1b2","Han_NWCM",131,10772,5939,NA,0.104424060917206,0.793709275933473,0.386369025393662
"O1","Han_NWCM",2,10901,6025,NA,0.105595687168222,0.221103956212143,0.388277309339052
"J2b","Han_NWCM",2,10901,6025,NA,0.105595687168222,0.221103956212143,0.388277309339052
"C2b1a","ANEA",16,383,15546,NA,0.107419400464782,0.657318896231926,0.393760279103103
"O2a2b","ANEA",134,265,11616,NA,0.108174470964996,1.19429792728843,0.395304239575788
"H1a1a","AESP",1,284,16642,NA,0.112051272992468,9.76076720346054,0.408211406840254
"N","ANEA",1,398,16530,NA,0.112406865924646,10.3776076942515,0.408250703235525
"O2b1b","Han_NWCM",10,10893,6019,NA,0.115299040313073,0.502332694070344,0.41611727093946
"R2a2a","Han_noNWC",0,4775,12150,NA,0.115627180860711,0,0.41611727093946
"R1","Han_noNWC",0,4775,12150,NA,0.115627180860711,0,0.41611727093946
"O1b2a","ANEA",0,399,16423,NA,0.117754323104031,0,0.422488238045977
"N1a1a","ASEA",0,151,16485,NA,0.118575327600029,0,0.42414860386234
"O2b1a","ANEA",0,399,16415,NA,0.120479821938353,0,0.428947445536635
"O2a1a","ASEA",0,151,16468,NA,0.120946871052818,0,0.428947445536635
"J2a2a","ANWC",1,136,16781,NA,0.121935939159221,8.22268604342992,0.428947445536635
"G2a2b","ANWC",1,136,16781,NA,0.121935939159221,8.22268604342992,0.428947445536635
"O2a1a","Han_NWCM",189,10714,5905,NA,0.122029171912739,0.833354717118297,0.428947445536635
"D1a1b","AESP",0,285,16478,NA,0.122949230823105,0,0.428947445536635
"D1a1b","ANEA",7,392,16371,NA,0.124727971989901,1.79337203534598,0.428947445536635
"C2a1a","ASEA",0,151,16454,NA,0.125167653405341,0,0.428947445536635
"C2b1b","ASAF",0,116,16385,NA,0.125984960416579,0,0.428947445536635
"O2b1a","Han_noNWC",26,4749,12065,NA,0.126405358221971,0.710295951331956,0.428947445536635
"H","Han_NWCM",0,10903,6028,NA,0.126800342852891,0,0.428947445536635
"R","Han_NWCM",0,10903,6028,NA,0.126800342852891,0,0.428947445536635
"Q1","Han_NWCM",0,10903,6028,NA,0.126800342852891,0,0.428947445536635
"N2a","Han_NWCM",0,10903,6028,NA,0.126800342852891,0,0.428947445536635
"D1a2b","Han_NWCM",0,10903,6028,NA,0.126800342852891,0,0.428947445536635
"G2a2a","Han_NWCM",0,10903,6028,NA,0.126800342852891,0,0.428947445536635
"Q2a1","Han_NWCM",0,10903,6028,NA,0.126800342852891,0,0.428947445536635
"J2b2","Han_NWCM",0,10903,6028,NA,0.126800342852891,0,0.428947445536635
"T1a3b","Han_NWCM",0,10903,6028,NA,0.126800342852891,0,0.428947445536635
"O2a1a","ANEA",3,396,16223,NA,0.128615580514153,0.395196200667964,0.433848567888196
"F","AEES",1,166,16753,NA,0.12960880660723,7.76054604639547,0.435956894951593
"C2a1b","Han_NWCM",1,10902,6027,NA,0.132366208014288,0.184297986328277,0.442716356748354
"Q2b","Han_NWCM",1,10902,6027,NA,0.132366208014288,0.184297986328277,0.442716356748354
"C2a1","ANEA",1,398,16529,NA,0.133327805226162,8.30331307823959,0.443427307269034
"C","ANEA",1,398,16529,NA,0.133327805226162,8.30331307823959,0.443427307269034
"C2b1b","AEES",1,166,16335,NA,0.135493515792416,0.228317447086408,0.449367850695295
"C1b1a","Han_noNWC",4,4771,12134,NA,0.139322802279545,0.423897672206022,0.460777089103299
"O2a2","ASEA",1,150,16765,NA,0.148977155599713,6.57238283678687,0.491334128774541
"O1","ANEA",1,398,16528,NA,0.153756836106694,6.91909839879243,0.505689149862016
"N1b2","Han_noNWC",53,4722,11989,NA,0.154430519528162,0.796265765713522,0.50649788122256
"N1a2","AEES",1,166,16748,NA,0.171730253849934,5.60357670409544,0.561681272260557
"N1b","ANEA",2,397,16504,NA,0.173627075345896,2.77115035780416,0.566320818759065
"C1b1a","ASAF",1,115,16790,NA,0.175212070270898,5.40677659966466,0.569920580221821
"L1a2","ANWC",1,136,16773,NA,0.177247541306226,5.36161409081828,0.574773471085365
"C2a1a","ASAF",0,116,16489,NA,0.177674907446996,0,0.574773471085365
"R1b1a","ASAF",2,114,16706,NA,0.181372594235351,2.64012825907315,0.585136652791977
"C2a1a","AESP",2,283,16322,NA,0.186745146612874,0.353847637150643,0.60083221084142
"O2a1a","ANWC",0,137,16482,NA,0.187768219861779,0,0.602486645843757
"O1a2","Han_noNWC",2,4773,12157,NA,0.193697216317352,5.09352307163874,0.610955594170464
"D1a1","Han_noNWC",2,4773,12157,NA,0.193697216317352,5.09352307163874,0.610955594170464
"G1","Han_noNWC",2,4773,12157,NA,0.193697216317352,5.09352307163874,0.610955594170464
"R2a2","Han_noNWC",0,4775,12152,NA,0.194019681932512,0,0.610955594170464
"R2a","Han_noNWC",0,4775,12152,NA,0.194019681932512,0,0.610955594170464
"C2a1","Han_noNWC",0,4775,12152,NA,0.194019681932512,0,0.610955594170464
"C","Han_noNWC",0,4775,12152,NA,0.194019681932512,0,0.610955594170464
"R2a2","Han_NWCM",2,10901,6026,NA,0.19536456968091,0.276418766186626,0.613558754647739
"J2b2a","AESP",1,284,16636,NA,0.198078605243458,4.88036714837694,0.620436689439825
"N1a","ANEA",2,397,16501,NA,0.19926403240329,2.51883350878598,0.620864774646039
"O2","ANEA",2,397,16501,NA,0.19926403240329,2.51883350878598,0.620864774646039
"C2a","Han_noNWC",0,4775,12151,NA,0.202183281895474,0,0.625026124710812
"N2","Han_noNWC",0,4775,12151,NA,0.202183281895474,0,0.625026124710812
"H1a1a","Han_noNWC",0,4775,12151,NA,0.202183281895474,0,0.625026124710812
"J2a2a","AESP",1,284,16633,NA,0.237924814521377,3.90387091311912,0.731696052969636
"G2a2b","AESP",1,284,16633,NA,0.237924814521377,3.90387091311912,0.731696052969636
"N1b1b","Han_noNWC",25,4750,12110,NA,0.243461514432006,1.32783711441729,0.746783505408019
"C2b1b","Han_NWCM",267,10636,5865,NA,0.2629892929726,0.89232192967749,0.804597733538911
"O1b2a","AESP",0,285,16537,NA,0.268683028867123,0,0.818742279365241
"N1b2a","AEES",0,167,16579,NA,0.268995563068479,0,0.818742279365241
"N1a2a","ANWC",0,137,16558,NA,0.27029257692731,0,0.820580541235732
"O2b1a","AESP",0,285,16529,NA,0.272931703276984,0,0.826473495345139
"J2a1a","ANEA",0,399,16447,NA,0.274374831752402,0,0.826878164675254
"N1a1a","ASAF",0,116,16520,NA,0.274462093511296,0,0.826878164675254
"I2","Han_noNWC",1,4774,12158,NA,0.281993740034253,Inf,0.839423959132276
"Q2","Han_noNWC",1,4774,12158,NA,0.281993740034253,Inf,0.839423959132276
"Q1a2","Han_noNWC",1,4774,12158,NA,0.281993740034253,Inf,0.839423959132276
"O","Han_noNWC",1,4774,12158,NA,0.281993740034253,Inf,0.839423959132276
"O2a1a","ASAF",0,116,16503,NA,0.282171229505613,0,0.839423959132276
"G1","Han_NWCM",1,10902,6028,NA,0.290110736583333,0.276485139192263,0.86087998023726
"Q1a2a","Han_NWCM",4,10899,6025,NA,0.295789470564683,0.442259527481675,0.875536832871463
"J1","Han_NWCM",4,10899,6030,NA,0.30422165089947,Inf,0.893792641848568
"J1a3a","Han_NWCM",4,10899,6030,NA,0.30422165089947,Inf,0.893792641848568
"Q2a1c","Han_NWCM",4,10899,6030,NA,0.30422165089947,Inf,0.893792641848568
"G2a2b","ANEA",1,398,16519,NA,0.317299720754867,2.76658400242912,0.929908092509313
"N1a1a","Han_NWCM",183,10720,5916,NA,0.328111010285077,0.885899885008814,0.955404105243743
"D1a2a","Han_noNWC",0,4775,12153,NA,0.330840948606364,0,0.955404105243743
"Q1b2a","Han_noNWC",0,4775,12153,NA,0.330840948606364,0,0.955404105243743
"J1a","Han_noNWC",0,4775,12153,NA,0.330840948606364,0,0.955404105243743
"No1","Han_noNWC",0,4775,12153,NA,0.330840948606364,0,0.955404105243743
"N1","Han_noNWC",0,4775,12153,NA,0.330840948606364,0,0.955404105243743
"E1b1b","ANWC",1,136,16747,NA,0.33420411768787,2.51270243514623,0.959804054107842
"D1a1a","AEES",2,165,16308,NA,0.334372924815637,0.431614637746644,0.959804054107842
"L1a2","AESP",1,284,16625,NA,0.334796515495388,2.54493139954198,0.959804054107842
"J1a2a","Han_NWCM",10,10893,6021,NA,0.338556002391312,0.614147065022783,0.968237456114284
"I2","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.971505752816535
"Q2","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.971505752816535
"Q1a2","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.971505752816535
"O","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.971505752816535
"I2a1a","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.971505752816535
"R1b2a","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.971505752816535
"G2a1","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.971505752816535
"Q","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.971505752816535
"T1","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.971505752816535
"G2","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.971505752816535
"J2a","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.971505752816535
"J2a2","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.971505752816535
"L1a2a","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.971505752816535
"O2a1","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.971505752816535
"H3b2a","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.971505752816535
"J1a2b","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.971505752816535
"Q2a1a","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.971505752816535
"T1a2a","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.971505752816535
"E1b1","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.971505752816535
"K2a","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.971505752816535
"R1b2","AESP",1,284,16622,NA,0.367870566505342,2.25088218339568,1
"J2a1a","Han_NWCM",52,10851,5995,NA,0.370859013748205,0.820854064307833,1
"C2b1a","Han_noNWC",295,4480,11449,NA,0.385779974394533,1.06331773934054,1
"E1b1b","AEES",1,166,16717,NA,0.391214767466601,2.05507416993614,1
"N1b1","AEES",1,166,16716,NA,0.397236631698851,2.01383992606346,1
"O1b2a","Han_noNWC",27,4748,12074,NA,0.3983918412459,0.81739928088279,1
"Q1a1a","ANEA",10,389,15972,NA,0.399978951749745,0.730595663966442,1
"Q1b1a","ANEA",0,399,16473,NA,0.406561065477967,0,1
"N1b2a","ANWC",0,137,16609,NA,0.410278396612927,0,1
"N1b2","ASAF",0,116,16595,NA,0.410371103224969,0,1
"J2b","Han_noNWC",3,4772,12154,NA,0.410800809481207,1.91022790195027,1
"O1a1a","ASEA",7,144,15665,NA,0.410859817185527,0.681724730683741,1
"N1a2a","ASAF",0,116,16579,NA,0.416002981969912,0,1
"N1b2a","ASEA",0,151,16595,NA,0.41890778699471,0,1
"O1a1b","ANEA",1,398,16512,NA,0.422361885308646,1.88573254424704,1
"N1b1a","AESP",0,285,16543,NA,0.427202771820798,0,1
"L1a1","Han_NWCM",5,10898,6029,NA,0.431837564272838,2.76595974236066,1
"C2a","Han_NWCM",6,10897,6029,NA,0.433470641879482,3.31943961348555,1
"C1b1a","Han_NWCM",16,10887,6018,NA,0.434036768791988,0.737063581679673,1
"G2a2b","Han_NWCM",12,10891,6026,NA,0.444367310269644,1.65985646382536,1
"D1a1a","ASEA",2,149,16324,NA,0.446553475960633,0.478430068894927,1
"N1a","AESP",1,284,16614,NA,0.448273360082377,1.72051079843905,1
"Q1b2b","Han_noNWC",1,4774,12150,NA,0.460160855036221,0.318120411628681,1
"H","Han_noNWC",1,4774,12157,NA,0.484478968674487,2.54634780860198,1
"R","Han_noNWC",1,4774,12157,NA,0.484478968674487,2.54634780860198,1
"O1a1b","Han_noNWC",8,4767,12143,NA,0.490093285564257,1.35853604921411,1
"O2a1b","Han_noNWC",690,4085,10448,NA,0.524417821172316,1.03200650879318,1
"R1b1a","ANEA",1,398,16422,NA,0.527341582987298,0.368418530291332,1
"O1b2a","ASAF",1,115,16707,NA,0.534909399989572,1.32068419522529,1
"O1a3","Han_NWCM",2,10901,6030,NA,0.541381941242308,Inf,1
"O2b1","Han_NWCM",2,10901,6030,NA,0.541381941242308,Inf,1
"T1a1","Han_NWCM",2,10901,6030,NA,0.541381941242308,Inf,1
"T1a1a","Han_NWCM",2,10901,6030,NA,0.541381941242308,Inf,1
"G1a1a","Han_NWCM",2,10901,6030,NA,0.541381941242308,Inf,1
"O1a3a","Han_NWCM",34,10869,6015,NA,0.550912294358543,1.25441661280919,1
"E1b1b","Han_NWCM",30,10873,6010,NA,0.554890581745487,0.829137646012637,1
"E1b1a","Han_NWCM",3,10900,6030,NA,0.557038502459125,Inf,1
"C2b2","Han_NWCM",3,10900,6030,NA,0.557038502459125,Inf,1
"N1b1","Han_NWCM",35,10868,6014,NA,0.561875840150504,1.21044365501745,1
"E1b1a","Han_noNWC",0,4775,12155,NA,0.563827371464297,0,1
"C2b2","Han_noNWC",0,4775,12155,NA,0.563827371464297,0,1
"R1a","Han_noNWC",0,4775,12155,NA,0.563827371464297,0,1
"D1","Han_noNWC",0,4775,12155,NA,0.563827371464297,0,1
"J1b","Han_noNWC",0,4775,12155,NA,0.563827371464297,0,1
"R2b","Han_noNWC",0,4775,12155,NA,0.563827371464297,0,1
"J2a1a","AEES",1,166,16680,NA,0.57873618302482,1.16838112087194,1
"J1","Han_noNWC",0,4775,12154,NA,0.582428472338649,0,1
"J1a3a","Han_noNWC",0,4775,12154,NA,0.582428472338649,0,1
"L1a1b","Han_noNWC",0,4775,12154,NA,0.582428472338649,0,1
"Q2a1c","Han_noNWC",0,4775,12154,NA,0.582428472338649,0,1
"C2a1b","Han_noNWC",0,4775,12154,NA,0.582428472338649,0,1
"H1a1","Han_noNWC",0,4775,12154,NA,0.582428472338649,0,1
"L1","Han_noNWC",0,4775,12154,NA,0.582428472338649,0,1
"Q2b","Han_noNWC",0,4775,12154,NA,0.582428472338649,0,1
"Q1b1a","Han_NWCM",37,10866,6006,NA,0.592434708789572,0.852146018473384,1
"D1a1a","ANWC",2,135,16338,NA,0.592618189497148,0.528493963628466,1
"H1a1","Han_NWCM",2,10901,6028,NA,0.61971070803756,0.553027455197861,1
"J","AESP",1,284,16592,NA,0.62059528629058,1.04327735319256,1
"O1b2a","ASEA",0,151,16671,NA,0.629245951087341,0,1
"N1b1a","AEES",0,167,16661,NA,0.629480474296996,0,1
"O2b1a","ASEA",0,151,16663,NA,0.630015131146974,0,1
"O1b2a","AEES",0,167,16655,NA,0.630930053159624,0,1
"E1b1b","ANEA",0,399,16484,NA,0.63331301161728,0,1
"D1a1b","ASAF",0,116,16647,NA,0.634008476314935,0,1
"O2b1a","AEES",0,167,16647,NA,0.634514521277324,0,1
"N1b1b","AESP",0,285,16575,NA,0.637434589254406,0,1
"N1b2a","ASAF",0,116,16630,NA,0.641891331014501,0,1
"J","ANEA",0,399,16477,NA,0.646277551557436,0,1
"O1b","Han_NWCM",4,10899,6029,NA,0.661414711258558,2.21258809189258,1
"R1b","Han_NWCM",4,10899,6029,NA,0.661414711258558,2.21258809189258,1
"G2a","Han_noNWC",2,4773,12154,NA,0.677106444422125,1.2732140759987,1
"R1b2","Han_NWCM",19,10884,6022,NA,0.688017581920075,1.31405321755539,1
"N1a2a","ASEA",1,150,16545,NA,0.727373630072829,0.46541571893891,1
"N1b2","AEES",1,166,16545,NA,0.728811970217087,0.451003257457788,1
"N1a1a","ANWC",1,136,16500,NA,0.736275824267111,0.409891291216604,1
"C2b1b","ANEA",11,388,16113,NA,0.747015247365749,1.085040114416,1
"C2a1a","ANWC",3,134,16471,NA,0.75012323550926,1.13461675392671,1
"O1a2a","Han_noNWC",4,4771,12149,NA,0.7663923808167,1.13172374891755,1
"J2b2a","Han_NWCM",8,10895,6025,NA,0.781181997234671,0.884819952318392,1
"O1a1b","Han_NWCM",14,10889,6021,NA,0.827966463459157,0.86014825704973,1
"N1a1a","ANEA",6,393,16243,NA,0.84787088533511,0.852187878027513,1
"N","ASEA",0,151,16777,NA,1,0,1
"N1a","ASEA",0,151,16747,NA,1,0,1
"N1a2a","ANEA",5,394,16301,NA,1,0.887840196755943,1
"N1b","ASAF",0,116,16785,NA,1,0,1
"N1b1a","ANWC",0,137,16691,NA,1,0,1
"O2a2","AESP",0,285,16630,NA,1,0,1
"O2a2","ASAF",0,116,16799,NA,1,0,1
"O2b","ANWC",0,137,16779,NA,1,0,1
"O2b","ASEA",0,151,16765,NA,1,0,1
"O2b1a","ANWC",0,137,16677,NA,1,0,1
"R1b1","ASEA",0,151,16777,NA,1,0,1
"C1b1a","AEES",0,167,16738,NA,1,0,1
"N1b1b","AEES",0,167,16693,NA,1,0,1
"N1b1b","ASEA",0,151,16709,NA,1,0,1
"H","AEES",0,167,16764,NA,1,0,1
"H","ANWC",0,137,16794,NA,1,0,1
"O1a2a","Han_NWCM",9,10894,6026,NA,1,1.24461276030282,1
"O1a2a","ANWC",0,137,16783,NA,1,0,1
"O2","ASEA",0,151,16747,NA,1,0,1
"O2b1b","ASAF",0,116,16796,NA,1,0,1
"T","AEES",0,167,16755,NA,1,0,1
"T","ANEA",0,399,16523,NA,1,0,1
"T","ASAF",0,116,16806,NA,1,0,1
"Q1b1a","ASEA",0,151,16721,NA,1,0,1
"R2a2b","ANWC",0,137,16767,NA,1,0,1
"O1b","ASEA",0,151,16777,NA,1,0,1
"R1b","ASEA",0,151,16777,NA,1,0,1
"N1b1","ASEA",0,151,16731,NA,1,0,1
"G2a","AEES",0,167,16760,NA,1,0,1
"G2a","ASAF",0,116,16811,NA,1,0,1
"R","AEES",0,167,16764,NA,1,0,1
"R","ANWC",0,137,16794,NA,1,0,1
"L1a1","AEES",0,167,16760,NA,1,0,1
"L1a1","ASAF",0,116,16811,NA,1,0,1
"C2b1","ASAF",0,116,16785,NA,1,0,1
"L1a2","ANEA",0,399,16510,NA,1,0,1
"L1a2","ASEA",0,151,16758,NA,1,0,1
"N1a2b","AEES",0,167,16756,NA,1,0,1
"N1a2b","ANEA",0,399,16524,NA,1,0,1
"O1a3","AEES",0,167,16764,NA,1,0,1
"O1a3","AESP",0,285,16646,NA,1,0,1
"O1a3","ANWC",0,137,16794,NA,1,0,1
"O2b1","AEES",0,167,16764,NA,1,0,1
"O2b1","AESP",0,285,16646,NA,1,0,1
"O2b1","ANWC",0,137,16794,NA,1,0,1
"Q1b","ANEA",0,399,16524,NA,1,0,1
"Q1b1b","AEES",0,167,16756,NA,1,0,1
"Q1b1b","ANEA",0,399,16524,NA,1,0,1
"R2a2","AEES",0,167,16760,NA,1,0,1
"R2a2a","AEES",0,167,16758,NA,1,0,1
"R2a2a","ASAF",0,116,16809,NA,1,0,1
"T1a1","AEES",0,167,16764,NA,1,0,1
"T1a1","AESP",0,285,16646,NA,1,0,1
"T1a1","ANWC",0,137,16794,NA,1,0,1
"T1a1a","AEES",0,167,16764,NA,1,0,1
"T1a1a","AESP",0,285,16646,NA,1,0,1
"T1a1a","ANWC",0,137,16794,NA,1,0,1
"O1a","AESP",0,285,16630,NA,1,0,1
"R2","Han_NWCM",7,10896,6027,NA,1,1.29066288272497,1
"R2","AEES",0,167,16756,NA,1,0,1
"R2","ANEA",0,399,16524,NA,1,0,1
"D1a2a","ASEA",0,151,16777,NA,1,0,1
"G1a1a","AEES",0,167,16764,NA,1,0,1
"G1a1a","AESP",0,285,16646,NA,1,0,1
"G1a1a","ANWC",0,137,16794,NA,1,0,1
"Q1b2a","ASEA",0,151,16777,NA,1,0,1
"R2a","AEES",0,167,16760,NA,1,0,1
"C2a1","ASAF",0,116,16811,NA,1,0,1
"Q1","AESP",0,285,16646,NA,1,0,1
"J1a","ASEA",0,151,16777,NA,1,0,1
"N2a","ANWC",0,137,16794,NA,1,0,1
"C","ASAF",0,116,16811,NA,1,0,1
"D1a2b","AEES",0,167,16764,NA,1,0,1
"D1a2b","ANWC",0,137,16794,NA,1,0,1
"G2a2a","AEES",0,167,16764,NA,1,0,1
"G2a2a","ANWC",0,137,16794,NA,1,0,1
"N1","ASEA",0,151,16777,NA,1,0,1
"Q2a1","AEES",0,167,16764,NA,1,0,1
"Q2a1","AESP",0,285,16646,NA,1,0,1
"J2b2","AEES",0,167,16764,NA,1,0,1
"J2b2","AESP",0,285,16646,NA,1,0,1
"J2b2","ANWC",0,137,16794,NA,1,0,1
"T1a3b","AEES",0,167,16764,NA,1,0,1
"T1a3b","AESP",0,285,16646,NA,1,0,1
"T1a3b","ANWC",0,137,16794,NA,1,0,1
"C2b1b","Han_noNWC",122,4653,11848,NA,1,1.00209773104572,1
"N","Han_noNWC",1,4774,12154,NA,1,0.636460595042614,1
"N","AESP",0,285,16643,NA,1,0,1
"N","ASAF",0,116,16812,NA,1,0,1
"N1a","AEES",0,167,16731,NA,1,0,1
"N1a","ANWC",0,137,16761,NA,1,0,1
"N1a","ASAF",0,116,16782,NA,1,0,1
"N1b","AEES",0,167,16734,NA,1,0,1
"N1b","AESP",0,285,16616,NA,1,0,1
"N1b","ANWC",0,137,16764,NA,1,0,1
"N1b","ASEA",0,151,16750,NA,1,0,1
"N1b1a","ASAF",0,116,16712,NA,1,0,1
"N1b1a","ASEA",0,151,16677,NA,1,0,1
"O1a1b","AEES",0,167,16743,NA,1,0,1
"O1a1b","AESP",0,285,16625,NA,1,0,1
"O1a1b","ANWC",0,137,16773,NA,1,0,1
"O1a1b","ASAF",0,116,16794,NA,1,0,1
"O1a1b","ASEA",0,151,16759,NA,1,0,1
"O1a3a","Han_noNWC",14,4761,12123,NA,1,1.01852489048912,1
"O1a3a","AEES",0,167,16717,NA,1,0,1
"O1a3a","AESP",0,285,16599,NA,1,0,1
"O1a3a","ANEA",1,398,16486,NA,1,0.862967412250811,1
"O1a3a","ANWC",0,137,16747,NA,1,0,1
"O1a3a","ASAF",0,116,16768,NA,1,0,1
"O1a3a","ASEA",0,151,16733,NA,1,0,1
"O1b2a","ANWC",0,137,16685,NA,1,0,1
"O2a2","AEES",0,167,16748,NA,1,0,1
"O2a2","ANEA",0,399,16516,NA,1,0,1
"O2a2","ANWC",0,137,16778,NA,1,0,1
"O2a2a","ASEA",4,147,16249,NA,1,0.829556379801802,1
"O2b","AEES",0,167,16749,NA,1,0,1
"O2b","AESP",0,285,16631,NA,1,0,1
"O2b","ANEA",0,399,16517,NA,1,0,1
"O2b","ASAF",0,116,16800,NA,1,0,1
"R1b1a","ASEA",1,150,16670,NA,1,0.992262358098147,1
"G2a2","AEES",0,167,16759,NA,1,0,1
"G2a2","AESP",0,285,16641,NA,1,0,1
"G2a2","ANEA",0,399,16527,NA,1,0,1
"G2a2","ANWC",0,137,16789,NA,1,0,1
"G2a2","ASAF",0,116,16810,NA,1,0,1
"G2a2","ASEA",0,151,16775,NA,1,0,1
"O2b1a","ASAF",0,116,16698,NA,1,0,1
"Q1b1","Han_noNWC",1,4774,12156,NA,1,1.27315685878894,1
"Q1b1","AESP",0,285,16645,NA,1,0,1
"Q1b1","ANEA",0,399,16531,NA,1,0,1
"Q1b1","ASAF",0,116,16814,NA,1,0,1
"Q1b1","ASEA",0,151,16779,NA,1,0,1
"R1b1","AEES",0,167,16761,NA,1,0,1
"R1b1","AESP",0,285,16643,NA,1,0,1
"R1b1","ANEA",0,399,16529,NA,1,0,1
"R1b1","ANWC",0,137,16791,NA,1,0,1
"R1b1","ASAF",0,116,16812,NA,1,0,1
"C1b1a","AESP",0,285,16620,NA,1,0,1
"C1b1a","ANEA",0,399,16506,NA,1,0,1
"C1b1a","ANWC",0,137,16768,NA,1,0,1
"F","Han_noNWC",4,4771,12148,NA,1,1.01848606348139,1
"F","AESP",0,285,16634,NA,1,0,1
"F","ANWC",0,137,16782,NA,1,0,1
"N1b1b","ANWC",0,137,16723,NA,1,0,1
"N1b1b","ASAF",0,116,16744,NA,1,0,1
"C2","AEES",0,167,16753,NA,1,0,1
"C2","AESP",0,285,16635,NA,1,0,1
"C2","ASAF",0,116,16804,NA,1,0,1
"H","ANEA",0,399,16532,NA,1,0,1
"H","ASAF",0,116,16815,NA,1,0,1
"H","ASEA",0,151,16780,NA,1,0,1
"O1a2","AEES",0,167,16763,NA,1,0,1
"O1a2","AESP",0,285,16645,NA,1,0,1
"O1a2","ANEA",0,399,16531,NA,1,0,1
"O1a2","ASAF",0,116,16814,NA,1,0,1
"O1a2a","AEES",0,167,16753,NA,1,0,1
"O1a2a","AESP",0,285,16635,NA,1,0,1
"O1a2a","ANEA",0,399,16521,NA,1,0,1
"O1a2a","ASAF",0,116,16804,NA,1,0,1
"O2","AEES",0,167,16731,NA,1,0,1
"O2","AESP",0,285,16613,NA,1,0,1
"O2","ANWC",0,137,16761,NA,1,0,1
"O2","ASAF",0,116,16782,NA,1,0,1
"O2b1b","AEES",0,167,16745,NA,1,0,1
"O2b1b","AESP",0,285,16627,NA,1,0,1
"O2b1b","ANEA",0,399,16513,NA,1,0,1
"O2b1b","ANWC",0,137,16775,NA,1,0,1
"O2b1b","ASEA",0,151,16761,NA,1,0,1
"T","AESP",0,285,16637,NA,1,0,1
"T","ANWC",0,137,16785,NA,1,0,1
"T","ASEA",0,151,16771,NA,1,0,1
