ID	Haplogroup
111-1944-7655	F3a1
111-1944-7853	B6a
111-1944-8768	D4b
111-1944-9420	B4c1b2c
111-1945-0495	B5a1d
111-1945-1027	M8a3a1
111-1945-2673	D4a
111-1945-4349	D5a2a1b
111-1945-4691	D4a
111-1945-8729	D4j1a1
111-1945-9252	A17
111-1945-9597	B5b2b
111-1946-0463	C7a1
111-1946-3631	B5b1
111-1946-6823	D4a1
111-1946-7080	B4b1b
111-1946-7998	Y2
111-1946-8971	G3a2+152
111-1946-9084	G2a1g
111-1946-9244	B4c1c1
111-1946-9916	R11b
111-1947-0882	F2i
111-1947-0998	F2c1
111-1947-2299	M54
111-1947-4309	D4h1
111-1947-4798	F1a1c
111-1947-7690	M9a1a
111-1947-7799	G2a1
111-1947-8178	N11a1
111-1947-8758	M8a2
111-1947-9731	D4h4
111-1948-0027	M13a1
111-1948-0478	B5a1c
111-1948-1208	G1a1
111-1948-3455	A6
111-1948-3608	F1a1a
111-1948-4728	B5a2a1+16129
111-1948-4919	D5a2a
111-1948-4988	D4f1
111-1948-5077	F1a'c'f
111-1948-5251	A+152+16362
111-1948-5435	B4c1b2
111-1948-6197	B4b1a2a
111-1948-7682	M10a1a1b1
111-1948-8535	N9a8
111-1948-9396	D4a1e
111-1949-0934	G1
111-1949-2181	G1a2
111-1949-2211	F1a
111-1949-2440	M8a3
111-1949-2822	A14
111-1949-3515	H1e1a
111-1949-3911	M7c1
111-1949-4390	D2
111-1949-5144	A5
111-1949-5182	M7b1a1+(16192)
111-1949-5199	M9a1b1
111-1949-5878	M11d
111-1949-6868	H1e1a
111-1949-7483	F1b1+@152
111-1949-8046	D4t
111-1949-8695	D5a3a
111-1950-1876	H4a2
111-1950-3009	N9a1
111-1950-4167	H5a1
111-1950-4891	M7c1
111-1950-4921	F2
111-1950-5430	R11b1
111-1950-8301	M9a1a1c1a
111-1950-9506	F1a1a
111-1950-9582	M7c1a
111-1950-9964	A7
111-1951-0175	F1f
111-1951-0304	D4j8
111-1951-0632	B4c2c
111-1951-1059	A3
11711809196049	F2a1
11881810065229	B5b2a2
13031809291175	M7c1c2
13041809199054	B4a1c2
13681809292691	D4i
13851809199389	F2a1
14121809196060	F2a1
15661809195916	M7b1a1g
16061809198711	M7c1a3
17591809196066	F1e3
18971809195657	D5a
19811809199633	C4a2
20261809291348	F1a1
21281809195614	F2a1
26301809196026	D4a3b2
26721809291177	F2a1
26871809291172	F2a1
27291809199217	D5b4
27431809195987	M9a4a2
27991809182035	D4b2
28281809198649	D4b2b
28841809195660	M59
29821809199019	A15
2BT20080100077	B5b
2BT20080100084	N9a1
2BT20080200019	D4j1a1
2BT20080200027	B4a1c4
2BT20080200029	F1b1c
2W001811580212	F3a1
2W021709222193	B5a1a
2W111811583169	D4e1a3
2W131809208729	M12a1a1
2W151709221358	M12b1a
2W161709222468	C7a
2W161811580220	F1a1a
2W171811582233	F1a1a
2W181811581501	M74a
2W191809208890	G2a1
2W201809194823	F2i
2W221811581507	F1g1
2W261811583155	F1a1a
2W311811580087	C7a
2W321811580207	B5a1c1a
2W331810055158	D4b2b
2W331811580223	B4a5
2W331811581857	F3b+152
2W331811583044	B4a5
2W341811581922	D4e1a3
2W351811580069	D4e1a3
2W351811583947	M74a
2W381811583081	F1a2
2W391709221278	F1c1a2
2W391811580140	B4g2
2W401811580186	B5a1c1a1
2W411810050788	M7b1a1+(16192)
2W411811583093	F1a1a
2W441809191692	M9a1a3
2W501709222338	F1f
2W531811581436	B5a1c1a
2W541709222293	C7a
2W541811580088	R9b1b
2W551810050511	D4a
2W581811580910	N9a10+16311
2W601709240113	B6a
2W611811580279	F1g1
2W611811582625	B5a1c1a
2W621811583057	F1g1
2W651811582234	B5a1c1a1
2W651811583059	B5a1c1a
2W691709221736	G1a2
2W691709222283	M12b1a
2W691811580296	B4c1b2a
2W711810055144	R9b1b
2W731811583317	B5a1c1a1
2W741810055081	D4b2b
2W761811581182	B5a1c1a1
2W771809208723	F2a1
2W771810050819	M10a1a1b
2W791709222232	B5a1a
2W811811581926	R30
2W841811583117	B5a1c1a
2W891811582182	D4e1a3
2W891811583150	B5a1c1a
2W901709222373	F1f
2W911709240519	R9b1
2W918115821350	M7c1a1b
2W941811580115	B4a5
2W961811580512	F1g1
2W981811583094	B5a1c1a
2WC12001020MM1	F1a1
2WC12001020MM2	A5b1b
2WC12001020MM4	R11b
2WC12001020MM6	M7b1a1a3
2WC12001020MM7	B4a5
2WC12001020MM9	A7
2WC1200102KLD1	F4a2
2WC1200102KLD3	M7b1a1d
2WC1200102KLD5	R9b1
2WC1200102KLD7	M7b1a1
2WC1200102MM11	B5a1c1a
2WC1200102MM13	B5a1c1a1
2WC120010KLD12	B4c2c
2WC120010KLD16	R9b1a3
2WC120010KLD22	A5b1b
2WC12001YHT246	R+16189
2WC12001YHT249	D4a3b
2WC12001YHT257	D4
2WC12001YHT273	F1a1a
2WC12001YHT274	M7b1a1+(16192)
2WC12001YHT277	G1a2'3
2WC12001YHT279	F1g1
2WC12001YHT280	R+16189
2WC12001YHT288	D5a2a+16092
2WC12001YHT293	M7b1a1a3
2WJ1190618001M	A15a
2WJ1190618001T	N9a1
2WJ1190618002M	D6c
2WJ1190618003T	A14
2WJ1190618004T	M7c1b2b
2WJ1190618005M	F2
2WJ1190618006T	B4k
2WJ1190618007M	D4g2a1
2WJ1190618008T	M7b1a1+(16192)
2WJ1190618009M	F2b1
2WJ1190618009T	G1a2
2WJ1190618011M	D4a7
2WJ1190618011T	N9a2
2WJ1190618012M	F1a1c
2WJ1190618012T	C4a1a+195
2WJ1190618013M	N9a
2WJ1190618015M	N9a10
2WJ1190618015T	B4b1a2a
2WJ1190618016T	Z4a
2WJ1190618018M	M7b1a1h
2WJ1190618018T	B4c2
2WJ1190618019M	F1a1
2WJ1190618019T	M7b1a1a3
2WJ1190618020T	F2
2WJ1190618021M	A15a
2WJ1190618021T	B4b1a2
2WJ1190618023T	F1a
2WJ1190618025T	A17
2WJ1190618027M	F2a
2WJ1190618027T	F1a3b
2WJ1190618029M	D4b
2WJ1190618030M	D4a
2WJ1190618030T	B4c1c1
30331809199225	F3a1
30651809199114	B5a1b1
31751809291191	M61a
32341809291294	B5a1b1
32831809198949	M7b1a1+(16192)
33361809290783	M7b1a1+(16192)
33671809184403	A11b
35041809181949	F2a1
37881809196107	D4b2b4
39641809182567	D5a2a1
40521809196067	F1b1+@152
43451809199285	M7c2
43791809291206	D4a3b2
44191809198715	M7b1a1a3
44451809196096	B4a1d
44541809195673	M8a2b
46021809291201	D5a2a1
46291809199360	M61a
46781809196093	M11a2
47231809196035	M7b1a1+(16192)
48931809198733	F1a1
49751809182673	B5a1c1a
50151809195695	M11a2
50471809182130	M7b1a1a
51871809291218	F2a1
52101809181941	M7b1a1d1
52191809182126	A+152+16362
52361809199747	A20
53331809291198	D5a2a1
53651809199420	F2a1
53691809195893	D5a2a1
54451809291277	F2a1
55771809182575	Z4a
56411809291292	M7b1a1+(16192)
56981809291262	B4a4
57951809195784	M7b1a1
58451809196063	F2a1
59771809199162	B5a1b1
60021809195476	F2a
60451809199206	F1a'c'f
60561809291130	F2a1
60731809199199	N9a4b
61261809291179	D4
61421809199029	F1a3b
61751809199657	F3a
62511809199155	F1a1d
62991809195668	F2a1
63391809199052	F2a1
64651809199375	F2a1
65411809199072	F1a1
67091809181952	M7b1a1e1
67551809291156	D4g2a1
68681809182544	B5a1
70131809290730	B4a1c4
70151809199768	B5a1
71251809295272	C7
71711809199151	D4
72151809199622	N9a9
72591809198654	B5a2
72921809290888	B4a1d
73201809196053	D5a2a1
73351809291235	M7b1a1+(16192)
74321809199395	M7c2a
75261809190254	M11a2
97611809190428	R9b1a3
A220333	N10b
BA141B	M7b1a1+(16192)
BA669C	R9c1b1
BA679B	R9b1a3
BA709A	D4g2
C275C	M8a2c
C45C	B4c1b2
C63C	M8a2
C640C	A5a
C745C	R+16189
C756C	R11
E100076992_L01_703	C4a2b
E100076992_L01_709	M24b
E100076992_L01_740	D4j1
E100076992_L01_743	M9a1b1
E100076992_L01_747	M9a1b1
E100076992_L01_751	B5a1a
E150012709_L01_750	M24b
E150012709_L01_752	M74b
E150012709_L01_753	M11a2
E150012709_L01_756	M9a1b1
E150012709_L01_760	M24b
EF153821	G1c
EF153822	G1a1a
EF153823	M7c1a2a1
EF153824	A5a5
EF397561	M7c1a5
EU092807	L2a1l1a
EU092890	L2a1a3a
EU092897	L3b1a10
EU092915	L3e1e1
FJ544240	M62b2
FJ748719	N9a10+16311
FJ748728	B4a1+16311
FJ748734	D4l2b
FJ748735	M9a1b1
FJ748737	F1d
FJ748748	G2a1+16189
FJ748749	M13a2
FJ748754	F1c1a1a
FJ748756	G2b1b
FJ968773	M13a2
FJ968775	M9a1a2
G1494	D4j3
G1832	F4a1b
G1879	F1f
G2285	R+16189
GMLA	M7b1a1+(16192)
GQ895143	M9a1b+150
GQ895155	C4d
GQ895161	M62a
GQ895170	C4a2b
GSRD018873A00_BB0_01	B4b1c1
GSRD018937A00_BB0_01	D4a
GSRD018946A00_BB0_01	D4b2b
GSRD018999A00_BB0_01	R+16189
GSRD019083A00_BB0_01	A24
GSRD019113A00_BB0_01	G2a1+16189
GSRD019120A00_BB0_01	M7c1b2b
GSRD019142A00_BB0_01	N9a1
GSRD019483A00_BB0_01	D4g2a1c
GSRD019574A00_BB0_01	Y2
GSRD019585A00_BB0_01	U4b
GSRD019608A00_BB0_01	M7b1a1a3
GSRD019609A00_BB0_01	F1b1e
GSRD019629A00_BB0_01	A+152+16362
GSRD019670A00_BB0_01	F1c1a1
GSRD019691A00_BB0_01	D4b2b2b
GSRD019863A00_BB1_01	M10a1b
GSRD019881A00_BB1_01	G3b1
GSRD019884A00_BB1_01	G1a2
GSRD019885A00_BB1_01	D4b2b
GSRD019896A00_BB1_01	M9a1a1c1b1a
GSRD019914A00_BB1_01	M9a1a1c1b1a
GSRD019922A00_BB1_01	M9a1b1
GSRD019929A00_BB1_01	F1g
GSRD019937A00_BB1_01	D4j3
GSRD019944A00_BB1_01	F1d1
GSRD019945A00_BB1_02	M9a1a1c1b1a
GSRD019958A00_BB1_01	M9a1a1c1b1a
GSRD019960A00_BB1_01	M9a1a1c1b1a
GSRD019962A00_BB1_01	M9a1a1c1b1a
GSRD019988A00_BB1_01	M9a1b1
GSRD019993A00_BB1_01	M62b1a1
GSRD020000A00_BB1_01	A11a
GSRD020001A00_BB1_01	A11a
GSRD020012A00_BB1_01	M9a1a1c1b1a
GSRD020013A00_BB1_01	A17
GSRD020021A00_BB1_01	F1g
GSRD020025A00_BB1_01	D5a2a1
GSRD020030A00_BB1_01	M9a1b1c
GSRD020032A00_BB1_01	D4n2
GSRD020033A00_BB1_01	C4d
GSRD020038A00_BB1_01	A11a
GSRD020043A00_BB1_01	M9a1a1c1b1a
GSRD020049A00_BB1_01	M9a1a1c1b1a
GSRD020053A00_BB1_01	M9a1b1
GSRD020055A00_BB1_01	M13a2
GSRD020065A00_BB1_01	M9a1a1c1b1a
GSRD020072A00_BB1_01	M9a1a1c1b1a
GSRD020078A00_BB1_01	A14
GSRD020080A00_BB1_01	D5a2a1
GSRD020083A00_BB1_01	M9a1b+150
GSRD020090A00_BB1_01	U2b1
GSRD020096A00_BB1_01	G3a1a
GSRD020105A00_BB1_01	A11a
GSRD020108A00_BB1_01	M13a1b
GSRD020115A00_BB1_01	R+16189
GSRD020125A00_BB1_01	D4h1c
GSRD020132A00_BB1_01	M9a1a1c1b1a
GSRD020133A00_BB1_01	D5a2a1
GSRD020135A00_BB1_01	G3a1a
GSRD020149A00_BB1_01	D4h1c
GSRD020151A00_BB1_01	G3a1a
GSRD020152A00_BB1_01	T2a1a
GSRD020161A00_BB1_01	C4d
GSRD020178A00_BB1_01	A6b
GSRD020179A00_BB1_01	B5b1
GSRD020183A00_BB1_01	A21
GSRD020195A00_BB1_01	M9a1a1c1b1a
GSRD020198A00_BB1_01	G2a1h
GSRD020204A00_BB1_01	D4j3
GSRD020209A00_BB1_01	M9a1a1c1b1a
GSRD020223A00_BB1_01	M11a2
GSRD020226A00_BB1_01	A11a
GSRD020230A00_BB1_01	G3a1a
GSRD020238A00_BB1_01	A21
GSRD020244A00_BB1_01	M9a1b1
GSRD020259A00_BB1_01	A11a
GSRD020264A00_BB1_01	F1b1c
GSRD020271A00_BB1_01	F1b1c
GSRD020279A00_BB1_01	M62b1a1
GSRD020283A00_BB1_01	M9a1a1c1b1a
GSRD020291A00_BB1_01	M9a1b+150
GSRD020299A00_BB1_01	F1g
GSRD020300A00_BB1_01	A11a
GSRD020312A00_BB1_01	M9a1a1c1b1a
GSRD020319A00_BB1_01	M62b1
GSRD020327A00_BB1_01	M9a1a1c1b1a
GSRD020338A00_BB1_01	M13a1b
GSRD020340A00_BB1_01	M8a1
GSRD020347A00_BB1_01	A11a
GSRD020348A00_BB1_01	D4
GSRD020357A00_BB1_01	A21
GSRD020358A00_BB1_01	M8a1
GSRD020363A00_BB1_01	M62b2
GSRD020375A00_BB1_01	M9a1a1c1b1a
GSRD020380A00_BB1_01	M9a1a1c1b1a
GSRD020387A00_BB1_01	A21
GSRD020395A00_BB1_01	M9a1a1c1b1a
GSRD020396A00_BB1_01	D4
GSRD020413A00_BB1_01	M9a1a1c1b1a2
GSRD020416A00_BB1_01	M62b1
GSRD020427A00_BB1_01	A6b
GSRD020429A00_BB1_01	F1g
GSRD020433A00_BB1_01	M13a2
GSRD020438A00_BB1_01	M13a2
GSRD020455A00_BB1_01	A15c1
GSRD020456A00_BB1_01	M13a2
GSRD020457A00_BB1_01	A11a
GSRD020482A00_BB1_01	F2g
GSRD020490A00_BB1_01	A21
GSRD020503A00_BB1_01	B4d1'2'3
GSRD020509A00_BB1_01	A21
GSRD020536A00_BB1_01	M9a1a1c1b1a2
GSRD020541A00_BB1_01	A11b
GSRD020545A00_BB1_01	F1c1a1a
GSRD020591A00_BB1_01	M62b1
GSRD020598A00_BB1_01	D4j1b
GSRD020600A00_BB1_01	M9a1a1c1b1a
GSRD020603A00_BB1_01	D4j1
GSRD020604A00_BB1_01	M9a1a1c1b1a
GSRD020615A00_BB1_01	G3b1
GSRD020616A00_BB1_01	F1d1
GSRD020621A00_BB1_01	M9a1a1c1b1a
GSRD020640A00_BB1_01	M13a2
GSRD020648A00_BB1_01	M8a1
GSRD020650A00_BB1_01	N
GSRD020655A00_BB1_01	M9a1b+150
GSRD020660A00_BB1_01	M13a2
GSRD020663A00_BB1_01	M13a2
GSRD020669A00_BB1_01	M9a1a1c1b1a
GSRD020678A00_BB1_01	M13a2
GSRD020680A00_BB1_01	M9a1b+150
GSRD020699A00_BB1_01	A15a
GSRD020724A00_BB1_01	A21
GSRD020726A00_BB1_01	A21
GSRD020731A00_BB1_01	F1g
GSRD020732A00_BB1_01	M9a1a1c1b1a
GSRD020758A00_BB1_01	A21
GSRD020759A00_BB1_01	D4
GSRD020764A00_BB1_01	M9a1a1c1b1a
GSRD020766A00_BB1_01	A11a
GSRD020767A00_BB1_01	M9a1b1c
GSRD020776A00_BB1_01	A21
GSRD020780A00_BB1_01	A11a
GSRD020786A00_BB1_01	M62b2
GSRD020788A00_BB1_01	B5b1
GSRD020791A00_BB1_01	M9a1a1c1b1a2
GSRD020795A00_BB1_01	M9a1a1c1b1a2
GSRD020803A00_BB1_01	M9a1a1c1b1a
GSRD020805A00_BB1_01	G2a1
GSRD020806A00_BB1_01	U7a
GSRD020812A00_BB1_01	A14
GSRD020817A00_BB1_01	M9a1a1c1b1a
GSRD020824A00_BB1_01	M9a1a1c1b1a
GSRD020825A00_BB1_01	G2a1
GSRD020839A00_BB1_01	F1b1+@152
GSRD020843A00_BB1_01	D4h4
GSRD020849A00_BB1_01	D4
GSRD020850A00_BB1_01	M13a2
GSRD020856A00_BB1_01	A11a
GSRD020859A00_BB1_01	A14
GSRD020869A00_BB1_01	M62b2
GSRD020871A00_BB1_01	M9a1a1c1b1a
GSRD020892A00_BB1_01	A21
GSRD020894A00_BB1_01	F1d1
GSRD020903A00_BB1_01	M9a1a1c1b1a
GSRD020910A00_BB1_01	D4j1b
GSRD020915A00_BB1_01	M9a1a1c1b1a
GSRD020918A00_BB1_01	D4j1b
GSRD020937A00_BB1_01	M9a1b1c
GSRD020946A00_BB1_01	D4j1b
GSRD020951A00_BB1_01	F1d
GSRD020954A00_BB1_01	M9a1a1c1b1a
GSRD020955A00_BB1_01	M9a1b1
GSRD020957A00_BB1_01	B4a4
GSRD020959A00_BB1_01	A14
GSRD020962A00_BB1_01	G3b1
GSRD020963A00_BB1_01	M9a1b1
GSRD020965A00_BB1_01	M9a1a1c1b1a
GSRD020975A00_BB1_01	M9a1a1c1b1a
GSRD020982A00_BB1_01	C4a1a1a
GSRD020983A00_BB1_01	A14
GSRD020988A00_BB1_01	F1b1c
GSRD020989A00_BB1_01	F1b1c
GSRD020994A00_BB1_01	M9a1b1c
GSRD021015A00_BB1_01	D4j3
GSRD021016A00_BB1_01	M13a2
GSRD021021A00_BB1_01	M9a1a1c1b1a
GSRD021032A00_BB1_01	G3b1
GSRD021037A00_BB1_01	F1g
GSRD021049A00_BB1_01	D4
GSRD021051A00_BB1_01	A11b
GSRD021061A00_BB1_01	F1c1a1a
GSRD021068A00_BB1_01	R2+13500
GSRD021073A00_BB1_01	M9a1a1c1b1a
GSRD021080A00_BB1_01	F1b1+@152
GSRD021083A00_BB1_01	F1d1
GSRD021084A00_BB1_01	F2b1
GSRD021101A00_BB1_01	M62b2
GWHBEEE01000001	D4h1
GWHBEEI01000001	D4h1c
GWHBEEJ01000001	D4h1c
GWHBEEK01000001	D4h1c
GWHBEFQ01000001	D4h1b
GWHBEGN01000001	D4h1d
GWHBEGP01000001	D4h4
GWHBEGR01000001	D4h1b
GWHBEGX01000001	D4h1a2
GWHBEHN01000001	D4h1c
HGDP01096	A5
HGDP01097	R+16189
HGDP01099	F1a1
HGDP01100	R11a
HGDP01101	B4a2b1
HGDP01102	D4b2b2b
HGDP01103	M7b1a1+(16192)
HGDP01104	C4a1a+195
HGDP01180	M11a2
HGDP01181	M11a2
HGDP01182	F1c1a1a
HGDP01183	F2a1
HGDP01184	A17
HGDP01185	F3b+152
HGDP01186	F1b1c
HGDP01187	B5a1
HGDP01189	A5b1b
HGDP01190	D4i
HGDP01192	D5a2a1+@16172
HGDP01194	B5a1c1a1
HGDP01196	A17
HGDP01197	M7b1a1b
HGDP01300	F1b1b
HGDP01303	R2
HGDP01304	H8b1
HGDP01305	Y1
HK108C	N9a10
HK76C	R30
HK96C	N10a
HM346920	M9a1a1c1b1a
HM346926	M9a1a1c1b1a2
HM346931	M9a1a1c1b1a
HM771114	L1c1a2c
HM771212	L2a4a
JQ701914	L2a1m1a
JQ704740	L2c2a1
JX303774	L3f1b1a1
JX303789	L3e2b1a2
JX303803	L3d3a1b
JX303853	L2a1i1
KC345848	L0d2b1a1a
KC345901	L0d1b2b2c1
KF540725	F1a1c
KF540726	G3a2
KJ669171	L0d2a1a2
KT725861	C4a2b
KT725864	M7b1a1+(16192)
KT725961	M9a1b1c
KT725963	A17
KT725965	D5a2a1
KT725966	F1g
KT725969	B4d1'2'3
KT725972	M9a1a1c1b1a
KT725974	F1g
KT725995	M9a1a1c1b1a
KT725996	M9a1a2
KT725997	M9a1b1c
KT726003	M9a1a1c1b1a
KT726005	M5b2b1a
KT726011	M9a1a1c1b1a
KT726019	M9a1a1c1b1a1
KT726020	A11b
KT726031	A11a
KT726037	F1d1
KU521440	F3a1
KU521441	F3a1
KU521442	F3a1
KU521459	N9a10+16311
KU682872	D2
KU682880	D4e3
KU682882	Z3
KU682893	HV2a2
KU682894	U4b2
KU682895	F1a3
KU682897	M9a1a2
KU682898	M7a1a7
KU682899	M9a1a2
KU682901	G2a'c
KU682902	H1+16189
KU682907	F2d
KU682910	A+152+16362
KU682918	D4c1
KU682921	U3b2a1a
KU682926	T2e
KU682927	G1a
KU682928	B4i1
KU682931	U4b1a4
KU682937	N9a2
KU682939	C4a1a4
KU682944	D4c1
KU682945	HV2a2
KU682955	M7b1a1e2
KU682956	C4a2a1
KU682959	D4
KU682961	H2a1
KU682963	Z4a
KU682968	C4a2a1
KU682972	M7c1a4a
KU682973	A+152+16362
KU682974	R2d
KU682975	C4a1a2
KU682976	B4c1b2a1
KU682977	B4b1a3a
KU682979	C4a2a1
KU682982	U4d2
KU682984	H8c
KU682987	M7c1a4a
KU682991	D4j5a
KU682995	HV2a2
KU682998	G3a3
KU682999	D4h4
KU683003	C5b1b
KU683008	H8c
KU683011	D4e5a
KU683014	B4c1b2a1
KU683018	M7c1
KU683023	Y1
KU683024	D4o2a1
KU683028	T1a1
KU683029	D4j
KU683030	HV6
KU683039	D5b1b2
KU683045	HV2a2
KU683049	U7a
KU683050	J1d
KU683054	H33
KU683055	H91
KU683056	C4a2a1
KU683058	D4o2a1
KU683060	H5
KU683063	C4a1a6
KU683064	G2a2
KU683066	F1a3
KU683070	M7b1a2a
KU683073	D4b2b
KU683078	H5
KU683080	B4b1a3
KU683083	C4b
KU683087	J1c4b
KU683090	K1a3
KU683091	D4j+(16286)
KU683092	A15c1
KU683093	A8a1
KU683096	D4j1a1
KU683097	H91
KU683098	T1a1
KU683099	D4e5a
KU683101	B5b2c
KU683103	H2b
KU683107	U5b1a
KU683109	D4o
KU683111	M7b1a1+(16192)
KU683115	H85
KU683117	M7c1a2a1
KU683120	U7a
KU683123	T1a1
KU683126	G2a'c
KU683127	U5a2b1c
KU683128	G2a1+16189
KU683129	T1a1
KU683131	D4a1e1
KU683133	T1a1b1
KU683134	F1b1b
KU683143	D4e5a
KU683146	D4m
KU683147	D4j5
KU683148	HV
KU683149	U5a1d2b
KU683154	Y1a1
KU683159	D4j5
KU683160	C5a1
KU683161	G2a2
KU683162	B4c2a
KU683164	D4o2a1
KU683171	C4a2a1
KU683176	J1b1b1
KU683179	A+152+16362+16189
KU683184	G2a2
KU683189	H4a1a1a
KU683190	D4o1
KU683191	D4o2a
KU683192	B4b1a3
KU683195	U7a4
KU683196	G2a2
KU683198	C4b1
KU683200	C5a1
KU683201	G2a2
KU683203	D4o1
KU683206	J1b1b1
KU683207	F1b1b
KU683209	B4h1
KU683210	H55b
KU683213	W3b
KU683214	U7a
KU683215	H16+152
KU683217	D5b1b2
KU683218	U2e1h
KU683223	D4i2
KU683224	U8b1b
KU683229	M7b1a1+(16192)
KU683231	D5b1c
KU683232	A15a
KU683234	M2a1a
KU683244	H14a
KU683245	M9a1a1
KU683250	R30b1
KU683252	G2b1b
KU683257	M7b1a1a1
KU683262	H16+152
KU683264	G2a2
KU683267	H15a1b
KU683268	B4a1c
KU683273	B5b2c
KU683274	K1c1
KU683279	D5b
KU683281	C5a1
KU683286	H6b2
KU683288	H5
KU683289	B4c1b+16335
KU683292	C4a2a1
KU683293	C4b1
KU683295	M7b1a1c
KU683298	F1b1b
KU683300	R1b1
KU683302	H33b
KU683303	A+152+16362+16189
KU683304	U8b1b
KU683305	D5b
KU683308	G2a2
KU683309	H15a1b
KU683310	D4j1a1
KU683312	V+@16298
KU683314	A8a1
KU683315	C5a1
KU683316	D4j5
KU683337	D4g1b
KU683339	V+@16298
KU683342	Z4a
KU683347	D4e5a
KU683348	M7c1
KU683349	D4j1
KU683352	Z3
KU683353	U7b
KU683354	C7a1c
KU683358	V+@16298
KU683360	C4a1a2
KU683362	C5b1b
KU683364	R2
KU683366	D4j+(16286)
KU683368	K1a3
KU683370	C4a2a1
KU683373	M7b1a1+(16192)
KU683375	B5b2c1
KU683377	R1a1
KU683378	C4a1a2
KU683380	A14
KU683384	H5a1
KU683387	C4b3
KU683388	H16+152
KU683392	N11a1
KU683393	A+152+16362+200
KU683401	HV6
KU683405	J1c2t
KU683408	D5a2a1a1
KU683411	A+152+16362+16189
KU683415	C7a1c
KU683418	J1d
KU683422	M7b1a1+(16192)
KU683424	D4j13
KU683427	D4j
KU683431	HV+16311
KU683432	D4i
KU683434	H6b2
KU683437	M9a1a2
KU683442	T2b34
KU683445	C7a1c
KU683449	I
KU683451	N9a3
KU683452	M10a1a1b1
KU683454	B4b1a3a
KU683461	G2a2
KU683464	R1b1
KU683474	H5a1
KU683477	H85
KU683479	H5a1
KU683480	A5b1b
KU683483	M7c1
KU683484	M9a1b1
KU683487	A5b1b
KU683489	H4a1a1a
KU683503	HV13b
KU683505	H5a1
KU683506	T1a1b1
KU683510	F1a3
KU683511	D4j3
KU683512	HV13b
KU683515	M9a1b1
KU683520	M7b1a2a
KU683522	H4a1a1a
KU683523	H6b2
KU683525	D4m2
KU683527	D4i2
KU683540	D4m2
KU683541	H1c1
KU683542	Y1a1
KU683543	W1
KU683547	C4a2a1
KU683548	HV2a2
KU683550	M2a1a
KU683552	D4j
KU683554	G2a2
KU683557	D4j
KU683559	G3a
KU683569	D4j
KU683572	A+152+16362+16189
KU683573	M13a1b
KU683574	N9a1
KU683576	G2c
KU683579	D4b1
KU683580	D4l1
KU683588	D5b1b2
KU683589	D4i2
L145	N9a2a2
L16	A15a
L169	F2a
L183	F1a1
L187	D6a1a
L6	A5c
L68	M7b1a1a3
MF056436	L3b1a3
MF056538	L3e1a1a
MF057165	L3b1a1a
MF058454	L0a1b1a1a
MF522991	A+152+16362+16189
MF522992	F1b1+@152
MF522994	R2+13500
MF522998	H7b
MF523004	M7b1a1c
MF523005	D4e1a
MF523009	F2
MF523016	A+152+16362+16189
MF523017	D4
MH449025	F1a1a
MH449026	D4
MH449027	F1a1a
MH449028	N9a10+16311
MH449029	B5a1c1a1
MH449030	B4a5
MH449031	N9a10+16311
MH449032	B4a5
MH449033	N9a10+16311
MH449035	M12a1a1
MH449036	B4a5
MH449037	F1a2
MH449038	B5a1c1a1
MH449039	N9a10+16311
MH449040	F3a1
MH449043	F1f
MH449044	B5a1c1a
MH449045	C5d
MH449046	F3a1
MH449047	B5a1c1a1
MH449048	N9a10+16311
MH449049	C5d
MH449050	B5a1c1a1
MH449051	C5d
MH449052	B5a1c1a
MH449053	B5a1c1a1
MH449054	B5a1c1a1
MH449055	D4
MH449056	D4
MH449057	M74a
MH449058	B4a5
MH449059	C5d
MH449060	F1g1
MH449061	C5d
MH449062	B4a5
MH449063	M74a
MH449064	B4a5
MH449065	B5a1c1a1
MH449066	D5a2a1
MH449067	C4a2b
MH449068	C7a
MH449069	C4a2b
MH449070	C7a
MH449071	M12a1a
MH449072	D4s
MH449073	C4a2b
MH449074	M12a1a
MH449075	M12a1a
MH449076	N21+195
MH449077	M23'75
MH449078	F1a1a
MH449079	B4a1c4
MH449080	F1a1a
MH449081	D4s
MH449082	C7a
MH449083	D4s
MH449084	D5a2b
MH449085	B4a1c4
MH449086	F1a
MH449087	F1a1a
MH449088	A17
MH449089	F1a1a1
MH449090	M12b1a
MH449091	C7a
MH449092	N21+195
MH449093	Z3a1a
MH449094	A17
MH449095	B4c2
MH449096	F3a1
MH449097	M11a2
MH449428	B4a1c
MH449429	F1a'c'f
MH449430	M7b1a1d1
MH449431	M7b1a1a3
MH449432	B4c1b+16335
MH449433	M7b1a1
MH449434	R9b1a2a
MH449435	M7b1a1
MH449436	M7b1a1
MH449437	F1a1d
MH449438	F1a1d
MH449439	F1a1a
MH449440	F1a1a
MH449441	M7b1a1
MH449442	D5b3
MH449443	F3a1
MH449444	N9a1
MH449445	M9a5
MH449446	F1e3
MH449447	N9a1
MH449448	F2d
MH449449	M7b1a1a3
MH449450	B4b1a2a
MH449451	B5a1d
MH449452	B4c1b2a
MH449453	D5b4
MH449454	F1a1a
MH449455	F1a1a
MH449456	F1e3
MH449457	C7
MH449458	R9b1a2b
MH449459	F1a
MH449460	B4h
MH449461	B4a1c4
MH449462	M7b1a1+(16192)
MH449463	B5a1a
MH449464	B4c1b2c
